Topic	Words	Probabilities
Topic 89	('soil', 'soils', 'ecosystems', 'ecosystem', 'grassland', 'microbial', 'nitrogen', 'grasslands', 'abundances', 'biomass')	(0.4797415, 0.4652774, 0.46235698, 0.4606097, 0.38852292, 0.3861699, 0.37635088, 0.35285753, 0.33306396, 0.32500052)
Topic 90	('macrobial', 'microbial', 'macroorganisms', 'ecological', 'taxonomic', 'ecosystem', 'ecology', 'microbes', 'organisms', 'anhydrobiosis')	(0.5254503, 0.52248794, 0.51932216, 0.50495017, 0.48828143, 0.48066425, 0.458449, 0.4532536, 0.43357864, 0.3776583)
Topic 91	('speciation', 'archipelagos', 'islands', 'archipelago', 'dispersal', 'species', 'ecological', 'island', 'climates', 'extinction')	(0.5091422, 0.48334044, 0.45700735, 0.44757426, 0.44013494, 0.42782408, 0.42330766, 0.3872222, 0.38624263, 0.38147292)
Topic 92	('foraging', 'species', 'baits', 'ants', 'baiting', 'habitat', 'abundances', 'bait', 'abundance', 'traps')	(0.47401047, 0.4456402, 0.3983622, 0.37345448, 0.36237356, 0.35124648, 0.34016833, 0.31866056, 0.31106302, 0.3066954)
Topic 93	('forecasting', 'forecast', 'forecasts', 'ecology', 'predictability', 'ecological', 'prediction', 'predictive', 'predictions', 'ecologists')	(0.5610386, 0.5533865, 0.5532336, 0.4748901, 0.45255738, 0.44039786, 0.42253903, 0.39307207, 0.38990223, 0.3491758)
Topic 94	('species', 'intraspecific', 'interspecific', 'lasthenia', 'competitively', 'competing', 'coexistence', 'competitive', 'traits', 'competitors')	(0.44326398, 0.3792407, 0.36852312, 0.34827706, 0.34553468, 0.34369558, 0.32196015, 0.30985895, 0.27871865, 0.27252442)
Topic 95	('orcid', 'baptiste', 'doiorg101111', 'martina', 'orcidorg0000000220972267', 'orcidorg0000000224719226', 'orcidorg0000000290652867', 'orcidorg0000000263853866', 'orcidorg0000000214983322', 'orcidorg0000000266177875')	(0.3397472, 0.3157804, 0.2997718, 0.29027018, 0.28612283, 0.27900666, 0.27479428, 0.27304962, 0.27228618, 0.27223176)
Topic 96	('warming', 'predation', 'predators', 'prey', 'temperatures', 'preypredator', 'predator', 'turbidity', 'temperature', 'predatorprey')	(0.423115, 0.41582763, 0.3613624, 0.34256914, 0.33394855, 0.3274762, 0.3253795, 0.3159579, 0.31290513, 0.30772823)
Topic 97	('qm2', 'b2mbbibpbiv', 'bqhq', '2b2', 'bm2t', 'b2', 'ibqm', 'bqkqmbiq', 'bmb2b', 'qmk2mi')	(0.4767791, 0.43861014, 0.43688643, 0.4241283, 0.4185323, 0.41729507, 0.41628605, 0.41419783, 0.41397607, 0.41318148)
Topic 98	('conspicuousness', 'speciation', 'conspicuous', 'species', 'prey', 'phenotypic', 'predators', 'mimicry', 'predation', 'mimics')	(0.54118633, 0.48780876, 0.47505867, 0.46065816, 0.45958602, 0.45889726, 0.44171163, 0.43626678, 0.42828798, 0.42143637)
Topic 99	('feeders', 'birds', 'networks', 'foraging', 'feeder', 'breeding', 'flocks', 'centrality', 'associations', 'flock')	(0.434166, 0.42092296, 0.41526717, 0.41525835, 0.39246243, 0.36532116, 0.34246862, 0.33618242, 0.3329662, 0.32652736)
Topic 100	('plumage', 'feathers', 'birds', 'feather', 'coloration', 'pigmentation', 'pigeons', 'bird', 'pigments', 'pigeon')	(0.50954735, 0.49201947, 0.43472448, 0.42771104, 0.4232409, 0.41840386, 0.41340202, 0.3951254, 0.3941105, 0.37315515)
Topic 101	('weeds', 'grasses', 'grassland', 'grasslands', 'weed', 'grasslegume', 'biomass', 'grass', 'seed', 'mixtures')	(0.46227247, 0.45018044, 0.43222412, 0.38600174, 0.37378085, 0.37152594, 0.35557726, 0.34773073, 0.26124257, 0.25880593)
Topic 102	('phytoplankton', 'lakes', 'lake', 'freshwater', 'zooplankton', 'cladocerans', 'eutrophication', 'paleolimnological', 'paleolimnology', 'cladoceran')	(0.47767144, 0.47558767, 0.42097592, 0.41297626, 0.40365073, 0.3824908, 0.3602069, 0.35949168, 0.35084832, 0.34932676)
Topic 103	('evolutionary', 'horn', 'ungulates', 'sexspecific', 'horns', 'bighorn', 'goats', 'allometry', 'sexes', 'proportional')	(0.28244936, 0.28208774, 0.28083578, 0.2805019, 0.2792922, 0.27878472, 0.2712604, 0.2561116, 0.23421147, 0.2317707)
Topic 104	('nutrient', 'nutrients', 'biomasses', 'biomass', 'herbivores', 'enrichment', 'carnivores', 'trophic', 'carnivore', 'food')	(0.4150055, 0.38166803, 0.3805772, 0.37306836, 0.31814083, 0.31587738, 0.26777393, 0.25091404, 0.2458953, 0.22306913)
Topic 105	('psi2', 'psi1', 'psi', 'psi3', 'a2', 'transitions', 'evolution', '1phi', 'initial', 'ecology')	(0.5399036, 0.5063697, 0.49937657, 0.48203373, 0.21815601, 0.21545687, 0.19667026, 0.18537767, 0.16644254, 0.1662425)
Topic 106	('evolutionary', 'evolution', 'trait', 'morphs', 'mutation', 'genetic', 'morph', 'dynamics', 'oligomorphic', 'ecological')	(0.46200395, 0.40704468, 0.38684088, 0.3824877, 0.35025358, 0.34436458, 0.33886072, 0.33285648, 0.33107477, 0.32890677)
Topic 107	('fishes', 'metabolic', 'fish', 'metabolism', 'swimming', 'aerobic', 'physiological', 'freshwater', 'muscle', 'mitochondrial')	(0.39237994, 0.3892225, 0.3628703, 0.32570207, 0.31415978, 0.29607522, 0.2846845, 0.2766041, 0.27265397, 0.26662245)
Topic 108	('sediments', 'sediment', 'phytoplankton', 'microbial', 'macrophytes', 'nitrate', 'macrophyte', 'pesticides', 'concentrations', 'bioturbation')	(0.5270905, 0.4822262, 0.39805186, 0.3938043, 0.38045925, 0.3265527, 0.30922142, 0.30025262, 0.29966617, 0.29890272)
Topic 109	('dispersal', 'habitat', 'biodiversity', 'landscapes', 'landscape', 'perennials', 'species', 'perennial', 'conservation', 'areas')	(0.52880865, 0.5055772, 0.4066321, 0.39213568, 0.3719576, 0.34390843, 0.34382513, 0.3042914, 0.2895259, 0.28837532)
Topic 110	('vegetation', 'rhododendron', 'trees', 'plants', 'treeline', 'treelines', 'campanulatum', 'spectabilis', 'tree', 'shrub')	(0.4864908, 0.4234832, 0.38831466, 0.37923384, 0.36856803, 0.3566387, 0.35400975, 0.34116024, 0.3381521, 0.32594445)
Topic 111	('trees', 'agb', 'forests', 'tree', 'forest', 'agc', 'agc0', 'agcmax', 'stems', 'canopy')	(0.41185415, 0.38406545, 0.37523103, 0.37225425, 0.37059486, 0.29097575, 0.26962832, 0.2581729, 0.2459664, 0.23870963)
Topic 112	('salmon', 'fisheries', 'salmonids', 'salmonid', 'breeding', 'trout', 'fishes', 'genetic', 'populations', 'fish')	(0.46454218, 0.4535501, 0.44891843, 0.43412256, 0.4265815, 0.42636985, 0.40990454, 0.38728666, 0.3665002, 0.3663926)
Topic 113	('diatoms', 'foraminifera', 'foraminiferal', 'diatom', 'entomoneis', 'diatomaceous', 'eukaryotes', 'fungi', 'foraminifer', 'microbiomes')	(0.51385313, 0.45840597, 0.4355194, 0.41512018, 0.41289634, 0.39096016, 0.3781559, 0.37018472, 0.36876655, 0.34658414)
Topic 114	('species', 'perturbations', 'variabilityabundance', 'abundances', 'rankings', 'variability', 'perturbation', 'abundance', 'forecast', 'ranking')	(0.3487117, 0.32156867, 0.3209134, 0.3071705, 0.29281682, 0.28947002, 0.28773996, 0.28300238, 0.27756438, 0.27706617)
Topic 115	('radiation', 'irradiation', 'spores', 'fungal', 'fungi', 'chernobyl', 'fungus', 'contaminated', 'radioactive', 'contamination')	(0.5098008, 0.50739884, 0.47559392, 0.43741468, 0.43577173, 0.42511708, 0.40769294, 0.40700454, 0.39694792, 0.37499744)
Topic 116	('herbivores', 'herbivore', 'fungi', 'herbivorous', 'fungal', 'fungus', 'insects', 'plants', 'entomology', 'insect')	(0.53410786, 0.49933642, 0.49379236, 0.47498044, 0.42040575, 0.4188906, 0.36448836, 0.3562316, 0.34305543, 0.3313098)
Topic 117	('seagrass', 'eelgrass', 'habitats', 'phenotypic', 'marina', 'biodiversity', 'coastal', 'taxonomic', 'biomass', 'sediments')	(0.5380442, 0.4164101, 0.40973297, 0.37042356, 0.361839, 0.34507608, 0.33336896, 0.3058402, 0.30388802, 0.29889733)
Topic 118	('traits', 'phenotypic', 'trait', 'leaf', 'trees', 'drought', 'leaves', 'droughts', 'selection', 'photosynthetic')	(0.4762793, 0.44941765, 0.4279617, 0.3795787, 0.3641393, 0.35583937, 0.3455784, 0.34136507, 0.24182355, 0.23348783)
Topic 119	('pollen', 'pollination', 'pollinators', 'pollinator', 'flowers', 'plants', 'bumblebees', 'seeds', 'proportion', 'hermaphrodites')	(0.60900784, 0.5883477, 0.47747028, 0.44638512, 0.26726097, 0.26454574, 0.22487786, 0.21398492, 0.19915903, 0.19534427)
Topic 120	('foraging', 'niches', 'niche', 'breeding', 'species', 'seabirds', 'preys', 'seabird', 'migratory', 'albatross')	(0.4074152, 0.4046653, 0.3882079, 0.38351882, 0.34934604, 0.32775083, 0.31630725, 0.27749407, 0.25043115, 0.22579223)
Topic 121	('breeding', 'reproductive', 'offspring', 'bear', 'breeders', 'ecology', 'bears', 'evolution', 'yearlings', 'dependent')	(0.43011388, 0.39732224, 0.3797423, 0.36035454, 0.3345968, 0.3341953, 0.32568145, 0.3073994, 0.27835035, 0.2771394)
Topic 122	('crops', 'pollination', 'ecosystem', 'pollinationdependent', 'biodiversity', 'agriculture', 'agroecosystems', 'crop', 'agricultural', 'pollinators')	(0.51979566, 0.46945006, 0.45901996, 0.4513137, 0.43622407, 0.42905116, 0.42878544, 0.42490458, 0.4006319, 0.38538483)
Topic 123	('conservationexploitation', 'biomass', 'plants', 'resourceratio', 'competitive', 'species', 'competition', 'carbon', 'coexistence', 'foliage')	(0.38516307, 0.379687, 0.36876515, 0.33677596, 0.32307506, 0.31288522, 0.2964291, 0.28528106, 0.2827578, 0.28119045)
Topic 124	('genotypes', 'genotype', 'genomic', 'snps', 'genome', 'snp', 'reads2snp', 'genetics', 'genetic', 'heterozygosity')	(0.43538076, 0.42042157, 0.39456677, 0.39269626, 0.35775024, 0.35116234, 0.3264218, 0.31855598, 0.31039786, 0.3052923)
Topic 125	('disturbance', 'disturbances', 'abundances', 'abundance', 'predationrelease', 'biomass', 'growth', 'capacity', 'population', 'frequency')	(0.4000661, 0.3984069, 0.3883869, 0.36239237, 0.331038, 0.31510553, 0.2887988, 0.28522745, 0.2506609, 0.24731356)
Topic 126	('heterozygosity', 'genotype', 'outliers', 'snps', 'genetic', 'genomic', 'populations', 'outlier', 'snp', 'genome')	(0.42556724, 0.42286295, 0.3552059, 0.3528298, 0.3439411, 0.34222573, 0.3232103, 0.32180262, 0.31826782, 0.31080994)
Topic 127	('traits', 'trait', 'ecology', 'traitbased', 'ecosystem', 'species', 'characteristics', 'dimensionality', 'lowerdimensional', 'organismal')	(0.54084706, 0.48479268, 0.4496296, 0.43111902, 0.41188878, 0.411814, 0.40581012, 0.38353127, 0.314522, 0.3103312)
Topic 128	('ecosystem', 'ecosystems', 'habitats', 'taxonomic', 'invertebrates', 'algae', 'habitat', 'aquatic', 'invertebrate', 'bromeliads')	(0.5331172, 0.5163675, 0.44281882, 0.43726736, 0.4221171, 0.4094352, 0.36815208, 0.36414987, 0.35926062, 0.35052812)
Topic 129	('speciation', 'drosophila', 'yakuba', 'strains', 'pigmentation', 'genes', 'bcyak', 'alleles', 'chromosome', 'mating')	(0.40573585, 0.3983615, 0.38330165, 0.33983064, 0.3098445, 0.30801174, 0.29103127, 0.28229788, 0.27766067, 0.26598454)
Topic 130	('trees', 'beech', 'oak', 'forest', 'growth', 'tree', 'saplings', 'seedlings', 'woodcutting', 'cedar')	(0.41393548, 0.40965295, 0.38515744, 0.36866596, 0.3499567, 0.34314704, 0.30484837, 0.26427445, 0.26120123, 0.25097072)
Topic 131	('seals', 'seal', 'niches', 'niche', 'sea', 'foraging', 'coastal', 'trophic', 'prey', 'harbour')	(0.52161217, 0.4020905, 0.38738734, 0.3345331, 0.30317837, 0.30132776, 0.2865103, 0.2840061, 0.281891, 0.26245886)
Topic 132	('extinction', 'extinctions', 'stoichiometry', 'biomass', 'stoichiometric', 'warming', 'temperaturenutrient', 'nutrient', 'enrichment', 'nutrients')	(0.41413504, 0.38983607, 0.36353254, 0.34308535, 0.3400918, 0.33456162, 0.3079836, 0.30236578, 0.28425658, 0.26703745)
Topic 133	('vegetation', 'caledonia', 'biodiversity', 'phylogenetic', 'flora', 'caledonian', 'soils', 'archipelago', 'endemic', 'cunoniaceae')	(0.5203071, 0.50309414, 0.45452362, 0.38291147, 0.38281545, 0.37980863, 0.34142107, 0.33367687, 0.32024342, 0.31616113)
Topic 134	('vegetation', 'rainforests', 'rainforest', 'forests', 'riparian', 'fabaceae', 'forest', 'saharan', 'meliaceae', 'congolian')	(0.5009639, 0.4906234, 0.47484028, 0.45636207, 0.43923458, 0.37879896, 0.3705417, 0.35544702, 0.34895095, 0.32997087)
Topic 135	('penguins', 'penguin', 'antarctic', 'seabirds', 'foraging', 'seals', 'seabird', 'prey', 'polar', 'feeding')	(0.5163926, 0.46563393, 0.40491942, 0.37060916, 0.36797363, 0.3256877, 0.31306827, 0.28700984, 0.25499716, 0.25258002)
Topic 136	('dispersal', 'metapopulation', 'extinction', 'evolutionary', 'dispersers', 'disperse', 'evolution', 'fragmentation', 'landscapes', 'landscape')	(0.7222449, 0.51578724, 0.4604128, 0.45813468, 0.40772474, 0.3958802, 0.38851804, 0.36623907, 0.35641095, 0.31860787)
Topic 137	('ecological', 'bioelements', 'taxonomic', 'bioelemental', 'microphytes', 'bioelement', 'biogeochemical', 'macroinvertebrates', 'niche', 'organisms')	(0.5625333, 0.5590247, 0.47582185, 0.47261167, 0.47147757, 0.45350963, 0.42727166, 0.42529827, 0.4209682, 0.39052022)
Topic 138	('mating', 'pheromones', 'courtship', 'pheromone', 'sexspecific', 'drosophila', 'femalelimited', 'males', 'sexual', 'sexually')	(0.5108675, 0.50793713, 0.46509728, 0.4541366, 0.42416167, 0.4111405, 0.33696473, 0.32156524, 0.3201291, 0.31706056)
Topic 139	('spider', 'spiders', 'urbanization', 'prey', 'landscapescale', 'urbanized', 'traits', 'orbweb', 'landscape', 'trait')	(0.42924798, 0.4242317, 0.34528467, 0.33668828, 0.3162257, 0.2974155, 0.29083222, 0.28944156, 0.28162608, 0.25654158)
Topic 140	('foraging', 'turtle', 'turtles', 'feeding', 'nesting', 'migratory', 'reproductive', 'behavioral', 'conservation', 'simulations')	(0.5551011, 0.47919598, 0.46051896, 0.3770302, 0.3578754, 0.33879182, 0.26226187, 0.25735438, 0.22976331, 0.20968413)
Topic 141	('ants', 'fungi', 'fungus', 'nests', 'fungal', 'basidiomycota', 'ant', 'physophora', 'ascomycota', 'hemipterans')	(0.5348019, 0.49789634, 0.42627895, 0.42602625, 0.40905043, 0.40660715, 0.39855427, 0.3865243, 0.36316746, 0.34260482)
Topic 142	('cultivated', 'forestry', 'cultivation', 'indigenous', 'guarana', 'ethnobotanical', 'ethnobotany', 'plant', 'ethnobiological', 'ethnobiology')	(0.4940708, 0.4576648, 0.44931674, 0.44118297, 0.4055399, 0.37997824, 0.37888023, 0.37130147, 0.37112817, 0.36921078)
Topic 143	('wolbachia', 'wolbachiainfected', 'wolbachiauninfected', 'strains', 'insect', 'lepidoptera', 'moths', 'gracillariidae', 'infected', 'phenotype')	(0.4664089, 0.44310498, 0.43729627, 0.36055815, 0.3466398, 0.32054922, 0.3091413, 0.3032813, 0.26505244, 0.25152406)
Topic 144	('immunity', 'immune', 'immunological', 'antibodies', 'lymphocyte', 'immunosenescence', 'antigenic', 'haptoglobin', 'inflammation', 'deer')	(0.5192672, 0.487633, 0.4029522, 0.40106693, 0.361439, 0.3542265, 0.34934032, 0.33081728, 0.29443097, 0.24025938)
Topic 145	('bifurcation', 'fluctuations', 'cycle', 'stochasticity', 'cycles', 'dynamics', 'stochastic', 'saddles', 'prey', 'saddle')	(0.3985148, 0.3820843, 0.35806948, 0.35081884, 0.33905217, 0.3387063, 0.329695, 0.3157279, 0.3118993, 0.30205375)
Topic 146	('invertebrates', 'beetles', 'climatic', 'climates', 'beetle', 'trophic', 'arthropods', 'diversity', 'invertebrate', 'earthworm')	(0.430974, 0.41649133, 0.36163828, 0.3594479, 0.35581356, 0.34122112, 0.3319747, 0.31731117, 0.31348282, 0.26686603)
Topic 147	('markov', 'ecology', 'observations', 'inferences', 'models', 'processes', 'ecological', 'observation', 'modelling', 'transition')	(0.618062, 0.33852044, 0.32354164, 0.3053063, 0.30373237, 0.2880776, 0.28568137, 0.2852116, 0.2780995, 0.2740992)
Topic 148	('antarctic', 'polynoidae', 'antarctica', 'fauna', 'genus', 'specimens', 'benthic', 'ocean', 'islands', 'polynoids')	(0.5543859, 0.47489682, 0.46604216, 0.43287933, 0.33455998, 0.30668682, 0.30543604, 0.2962204, 0.29576254, 0.28735965)
Topic 149	('movements', 'segmentationclustering', 'segmentation', 'movement', 'segments', 'shifts', 'segmentationonly', 'segment', 'animal', 'stationary')	(0.3672173, 0.33223635, 0.3244638, 0.3093397, 0.30229944, 0.29139107, 0.28993744, 0.26955014, 0.2661242, 0.25741047)
Topic 150	('metacommunities', 'metacommunity', 'ecological', 'variability', 'metacommun', 'communities', 'spatiotemporal', 'fluctuations', 'spatial', 'regional')	(0.4763257, 0.46606797, 0.44599622, 0.37217677, 0.3235972, 0.3217413, 0.29269466, 0.28192732, 0.26468262, 0.2604765)
Topic 151	('nematodes', 'virulence', 'virulent', 'pathogen', 'parasite', 'nematode', 'solanum', 'avirulent', 'larvae', 'viravir')	(0.41477227, 0.38734603, 0.36419773, 0.34946805, 0.34155762, 0.31225234, 0.3096791, 0.2984611, 0.28383568, 0.27031085)
Topic 152	('genotypes', 'inbreeding', 'breeding', 'heterozygosity', 'genetic', 'breeders', 'snps', 'paternity', 'snp', 'alleles')	(0.49197555, 0.45650125, 0.44731307, 0.42989093, 0.42302203, 0.37928072, 0.37153393, 0.34770986, 0.32181847, 0.312765)
Topic 153	('climatic', 'precipitation', 'climate', 'rainfall', 'seasonality', 'temperature', 'coldest', 'tropical', 'warmest', 'summer')	(0.50705105, 0.48615485, 0.4773568, 0.41386446, 0.38496196, 0.37429976, 0.32536766, 0.2874045, 0.28559017, 0.26858902)
Topic 154	('mating', 'reproductive', 'hermaphroditic', 'hermaphrodites', 'snails', 'hermaphrodite', 'snail', 'polygamy', 'offspring', 'monogamy')	(0.57810074, 0.53175056, 0.4195441, 0.41742414, 0.4035951, 0.4033116, 0.38646775, 0.38235074, 0.37633103, 0.37355143)
Topic 155	('ecological', 'extinctions', 'biodiversity', 'extinction', 'ecosystem', 'foraging', 'sapiens', 'omnivores', 'extinct', 'ecologists')	(0.58249205, 0.5682477, 0.5410714, 0.53245527, 0.52687556, 0.4989519, 0.48417056, 0.44731027, 0.43628722, 0.4349668)
Topic 156	('ecosystems', 'ecosystem', 'biodiversity', 'climate', 'habitatlanduse', 'abundances', 'hypervolumes', 'landscape', 'stability', 'trait')	(0.42820007, 0.41670114, 0.3261308, 0.3075879, 0.30183974, 0.3004818, 0.29738116, 0.28759685, 0.27893567, 0.27773684)
Topic 157	('fires', 'fire', 'vegetation', 'perennial', 'species', 'taxonomic', 'traits', 'diversity', 'trait', 'plant')	(0.42860854, 0.39437163, 0.38092053, 0.3493744, 0.3343736, 0.33266965, 0.30210477, 0.30068654, 0.27007258, 0.23802152)
Topic 158	('shadetreeadvice', 'trees', 'farmers', 'tree', 'ecosystem', 'farming', 'farmer', 'shade', 'agroforestry', 'farm')	(0.4454788, 0.43650407, 0.39480716, 0.3814451, 0.36501125, 0.36365458, 0.35345167, 0.33804476, 0.32703608, 0.31992394)
Topic 159	('phytoplankton', 'phytoplanktonic', 'plankton', 'abiotic', 'salinity', 'planktonic', 'dinoagellates', 'concentrations', 'environment', 'environmental')	(0.42248476, 0.4063819, 0.38015935, 0.3574663, 0.3426457, 0.32999003, 0.3127424, 0.28850174, 0.25857514, 0.24952498)
Topic 160	('coral', 'corals', 'endozoicomonas', 'bacteria', 'reef', 'bacterial', 'symbiodiniaceae', 'symbiodinium', 'microbiomes', 'microbiome')	(0.5171313, 0.50898814, 0.41893923, 0.4011047, 0.4005189, 0.39762962, 0.3849011, 0.37709898, 0.36711383, 0.35867512)
Topic 161	('geese', 'goose', 'birds', 'feathers', 'avian', 'migratory', 'goslings', 'foraging', 'breeding', 'feather')	(0.57614183, 0.46692634, 0.4010822, 0.38326633, 0.37708098, 0.3672341, 0.36567143, 0.35438505, 0.32522148, 0.3088529)
Topic 162	('breeding', 'eggs', 'reproduction', 'egg', 'reproductive', 'hatching', 'offspring', 'breeders', 'yolks', 'yolk')	(0.5015115, 0.4482606, 0.4273966, 0.4046082, 0.39941007, 0.38047177, 0.37810192, 0.36125866, 0.33177847, 0.29723734)
Topic 163	('speciesenvironment', 'environmentalconstrained', 'covariances', 'cca', 'pca', 'covariance', 'correlation', 'environmental', 'speciescentered', 'coia')	(0.47180188, 0.41051006, 0.37779158, 0.36662245, 0.36258522, 0.3599632, 0.34520698, 0.335757, 0.32966778, 0.3045759)
Topic 164	('prey', 'predators', 'biomasses', 'predatorprey', 'predator', 'coexistence', 'dispersal', 'trophic', 'stability', 'metapopulation')	(0.38816202, 0.3505764, 0.33291322, 0.33282697, 0.32692087, 0.32244074, 0.31788605, 0.3157007, 0.31347135, 0.3007408)
Topic 165	('whales', 'whale', 'foraging', 'sonar', 'behavioral', 'stimuli', 'prey', 'sound', 'exposure', 'locomotion')	(0.50143623, 0.49255192, 0.4812749, 0.37618995, 0.34701148, 0.33793426, 0.32778838, 0.25003868, 0.23198442, 0.22357443)
Topic 166	('fishes', 'zooplankters', 'lakes', 'fish', 'predators', 'predation', 'trophic', 'habitat', 'zooplankton', 'lake')	(0.4742989, 0.42212236, 0.4056357, 0.40517044, 0.3627035, 0.3576797, 0.3563615, 0.35021484, 0.34968305, 0.34944463)
Topic 167	('populations', 'ecosystem', 'abundances', 'species', 'fluctuations', 'population', 'stochasticity', 'synchrony', 'communities', 'simulations')	(0.46513903, 0.451383, 0.37445715, 0.36111647, 0.3170477, 0.3083402, 0.28637147, 0.28292924, 0.28060204, 0.27069247)
Topic 168	('herbivorenatural', 'herbivores', 'wheat', 'herbivory', 'herbivore', 'nutritional', 'plants', 'carbohydrates', 'macronutrients', 'locusts')	(0.4642449, 0.46359137, 0.46343374, 0.4569475, 0.42810565, 0.3605709, 0.34545714, 0.33238792, 0.33212566, 0.3170513)
Topic 169	('leucoptera', 'agromyzidae', 'aphididae', 'asteraceae', 'herbivore', 'linnaeus', 'tephritidae', 'hominidae', 'otariidae', 'braconidae')	(0.45692414, 0.41778928, 0.4070669, 0.3948652, 0.38013613, 0.35494137, 0.35354108, 0.34766868, 0.3462865, 0.32567838)
Topic 170	('habitats', 'habitat', 'fauna', 'species', 'invertebrates', 'invertebrate', 'trophic', 'benthic', 'predators', 'fish')	(0.5379058, 0.5003463, 0.47372407, 0.42445564, 0.424406, 0.3857668, 0.38472563, 0.36253366, 0.34364873, 0.33202028)
Topic 171	('foraging', 'feeding', 'feeders', 'prey', 'larvae', 'predators', 'invertebrates', 'predator', 'consumed', 'food')	(0.49202, 0.43185169, 0.3960786, 0.38980782, 0.36999053, 0.35558358, 0.3228397, 0.30007392, 0.29904175, 0.29717165)
Topic 172	('agingrelated', 'aging', 'mortality', 'senescence', 'extinction', 'survival', 'deterioration', 'ages', 'populations', 'metapopulation')	(0.507992, 0.47110823, 0.44772083, 0.42532113, 0.38253325, 0.37419277, 0.3663537, 0.32141492, 0.30527735, 0.2887802)
Topic 173	('mpa', 'mpas', 'outreach', 'wildlife', 'recreational', 'reef', 'enforcement', 'california', 'permits', 'campgrounds')	(0.47399506, 0.4584266, 0.34614727, 0.3198833, 0.31876698, 0.30809957, 0.30725622, 0.3016643, 0.2942393, 0.29267645)
Topic 174	('seasonal', 'seasons', 'abundances', 'winter', 'species', 'wintering', 'birds', 'taxonomic', 'synchrony', 'abundance')	(0.36279684, 0.3192318, 0.31868213, 0.31587023, 0.3155891, 0.30520415, 0.2989284, 0.292139, 0.2875417, 0.28022823)
Topic 175	('networkgenerationcovariates', 'networks', 'strength', 'estimates', 'centrality', 'imputation', 'network', 'communities', 'longitudinal', 'm4')	(0.435826, 0.3039431, 0.2844261, 0.24814531, 0.23906806, 0.23388982, 0.22496155, 0.21583363, 0.20461276, 0.20449871)
Topic 176	('phototrophic', 'cyanobacteria', 'phototrophs', 'photosynthesis', 'microbial', 'heterotrophic', 'microbes', 'phytoplankton', 'microeukaryotes', 'biomass')	(0.57079405, 0.5275847, 0.51719636, 0.4855079, 0.48240775, 0.44263333, 0.40960604, 0.40003705, 0.3929214, 0.38493323)
Topic 177	('migratory', 'breeding', 'migrations', 'climate', 'species', 'migration', 'seasonal', 'niche', 'migrating', 'winter')	(0.5602454, 0.42424273, 0.4134375, 0.39292592, 0.3827731, 0.35923314, 0.3530715, 0.35057858, 0.34536356, 0.33582187)
Topic 178	('landscape', 'landscapes', 'arthropods', 'habitats', 'pests', 'crops', 'pollination', 'abundances', 'pest', 'crop')	(0.471596, 0.44900095, 0.41960415, 0.4073786, 0.40549463, 0.4035549, 0.3971539, 0.36144835, 0.35898456, 0.35129634)
Topic 179	('coloration', 'pigmentary', 'lizards', 'colouration', 'melanism', 'lizard', 'colour', 'colors', 'colours', 'color')	(0.6037235, 0.5415147, 0.4371935, 0.431695, 0.4129398, 0.41165212, 0.4101221, 0.40673873, 0.4035769, 0.38928777)
Topic 180	('iucn', 'iucneval', 'taxonomic', 'biodiversity', 'taxon', 'conr', 'conservation', 'endemic', 'subpopulations', 'assessments')	(0.49494356, 0.48595625, 0.47759464, 0.41747302, 0.41522837, 0.3070339, 0.2990903, 0.291811, 0.27850056, 0.2724542)
Topic 181	('dispersal', 'breeding', 'gorillas', 'genetic', 'gorilla', 'silverbacks', 'offspring', 'females', 'paternity', 'silverback')	(0.4441818, 0.44035307, 0.4269963, 0.4122476, 0.39559472, 0.37262034, 0.37084883, 0.35542685, 0.32368624, 0.3093021)
Topic 182	('dispersal', 'recaptures', 'recapture', 'maize', 'populations', 'invasive', 'crop', 'experiments', 'experiment', 'recaptured')	(0.509316, 0.4170127, 0.38085914, 0.33864695, 0.32536477, 0.3198949, 0.30897895, 0.2874381, 0.25543094, 0.23905107)
Topic 183	('elemental', 'nutritional', 'crustaceans', 'elements', 'micronutrients', 'concentrations', 'species', 'organisms', 'fish', 'benthic')	(0.39040238, 0.37724116, 0.37103805, 0.34701484, 0.33166593, 0.32537353, 0.31617844, 0.31037602, 0.29273573, 0.28309032)
Topic 184	('fungi', 'entomopathogenic', 'fungus', 'pests', 'fungal', 'spp', 'mites', 'spider', 'mite', 'metarhizium')	(0.42270952, 0.38537252, 0.36946177, 0.3510614, 0.34647483, 0.30556583, 0.304636, 0.2804227, 0.27248627, 0.2676275)
Topic 185	('subpopulations', 'subpopulation', 'predominant', 'competitive', 'seedling', 'demographic', 'equilibrium', 'priors', 'equilibria', 'posteriors')	(0.39811724, 0.39784902, 0.30216533, 0.26482975, 0.25278944, 0.2388106, 0.2368099, 0.22750762, 0.21792355, 0.21671951)
Topic 186	('imputation', 'missingness', 'traits', 'trait', 'grasslands', 'ecological', 'missing', 'imputed', 'ranking', 'diversity')	(0.4749399, 0.3842774, 0.3430472, 0.3384997, 0.33201033, 0.28562418, 0.27478746, 0.26094157, 0.25799376, 0.20249668)
Topic 187	('sudangrass', 'sorghum', 'crops', 'planting', 'planted', 'biomass', 'cultivars', 'seeding', 'sowing', 'legumes')	(0.5056102, 0.46938068, 0.43621978, 0.3872751, 0.32989618, 0.32861128, 0.3132583, 0.30925322, 0.29673165, 0.29571474)
