Topic	Words	Probabilities
Topic 77	('mountain', 'plant', 'alpine', 'httpsdoiorg', 'warming', 'climate', 'ecology', 'change', 'confidential', 'org')	(0.017303546356496457, 0.016912915716857994, 0.015502302731941146, 0.013438662165216888, 0.012126598678519823, 0.011949163720716742, 0.011139419347687954, 0.010292390913469493, 0.009869830988504752, 0.009649552857841864)
Topic 78	('butterfly', 'mimicry', 'heliconiini', 'mimetic', 'colour', 'cg', 'wing', 'evolution', 'cgs', 'lepidoptera')	(0.04988864677092295, 0.03794351350236909, 0.020551432647201568, 0.019239834706071414, 0.017347937517397136, 0.016992795787837568, 0.016084662511269884, 0.015014867965240602, 0.014914758435704898, 0.014216417600505769)
Topic 79	('dispersal', 'cell', 'fitness', 'plasticity', 'dispersing', 'trial', 'ancestor', 'nondispersing', 'genotype', 'syndrome')	(0.0670336138802182, 0.04147138239370553, 0.030883240034171415, 0.029039275030130526, 0.026708871236653334, 0.02648586302030889, 0.02634561024092585, 0.026277195590973166, 0.023364977207449112, 0.01922217623224751)
Topic 80	('squirrel', 'columbian', 'female', 'murie', 'dobson', 'selonen', 'ground', 'lifetime', 'wistbacka', 'offspring')	(0.06768850540824378, 0.037026995994521084, 0.03260913876117145, 0.030375795357961064, 0.029554975552661764, 0.02834276152391509, 0.02719569210749318, 0.023585746443057477, 0.023468970009439125, 0.023183946272544633)
Topic 81	('root', 'absorptive', 'diameter', 'mechanical', 'transport', 'rpe', 'dicot', 'soil', 'monocot', 'srl')	(0.13458543003606907, 0.03724691235617283, 0.037199577750404604, 0.03511896362275333, 0.026208916835384535, 0.024368232173457023, 0.01934170442991674, 0.018330704097086353, 0.017994581549769833, 0.01705844551025201)
Topic 82	('soil', 'root', 'nutrient', 'exploration', 'plant', 'nitrogen', 'grass', 'unexplored', 'phosphorus', 'qualitative')	(0.04204327813008424, 0.03780220880419019, 0.031417311973593307, 0.02684979057132096, 0.02025956410229577, 0.013244109318061349, 0.010575077636425251, 0.010053193459340871, 0.009920529524951522, 0.009893041795661328)
Topic 83	('bm', 'om', 'oo', 'obf', 'um', 'ouv', 'ub', 'omvuom', 'ob', 'uo')	(0.12423933051463522, 0.07854032422276418, 0.07398888350199113, 0.059907740747846445, 0.05221252720742456, 0.0482348442601137, 0.04394251538852788, 0.03833823572285307, 0.036127693782055284, 0.03558413262984351)
Topic 84	('epigenetic', 'methylation', 'dna', 'epigenetics', 'genome', 'variation', 'thaliana', 'nonmodel', 'inheritance', 'histone')	(0.11247632785067044, 0.08880707931497754, 0.04187366927103612, 0.031995225189370424, 0.023537870363146158, 0.02134402893795121, 0.020210859297931427, 0.013990049861534818, 0.013839981649254967, 0.013700588321565213)
Topic 85	('bird', 'document', 'foot', 'recherche', 'department', 'flock', 'public', 'seabird', 'centre', 'access')	(0.014287130454404898, 0.012580629658034189, 0.012142698778356649, 0.010484580516446716, 0.010377942159543237, 0.01015881470911865, 0.010095121826212732, 0.008484392216340226, 0.007838764153659396, 0.0076804042622822324)
Topic 86	('nutrient', 'cycling', 'web', 'food', 'producer', 'consumer', 'mineral', 'cv', 'enrichment', 'recycling')	(0.09752760260644187, 0.04873368034447654, 0.04131128491777901, 0.0411824950669413, 0.03800944937900694, 0.03665673727192544, 0.03624466687410115, 0.03384189250912398, 0.033290012588840914, 0.0322014651569372)
Topic 87	('larva', 'larval', 'silk', 'treatment', 'drosophila', 'gut', 'microbiota', 'family', 'fritillary', 'glanville')	(0.06317492734094082, 0.05270448074808511, 0.03744820833995205, 0.02583822375999446, 0.02421322935127307, 0.018853917165629033, 0.018016942346068987, 0.017437421782029464, 0.017030133305931505, 0.01698808868982818)
Topic 88	('penguin', 'cherel', 'seal', 'king', 'antarctic', 'winter', 'blood', 'fur', 'subantarctic', 'foraging')	(0.08911789623776746, 0.059421274019975635, 0.04323584548867519, 0.038659385767546066, 0.036535863970967176, 0.03201646280346803, 0.031236710263939288, 0.030552079342971033, 0.025292090501896587, 0.024932028412696837)
Topic 89	('snp', 'locus', 'contigs', 'paralogous', 'rad', 'haplotype', 'allele', 'genome', 'read', 'sequence')	(0.04471127328443892, 0.035531844395159315, 0.023034788966744015, 0.019642340472615993, 0.018415464494721506, 0.017375132450782312, 0.017047209812471868, 0.015811455403606837, 0.015373139252032526, 0.015312709209379851)
Topic 90	('receptor', 'pinna', 'disease', 'tlr', 'pathogen', 'puuv', 'vole', 'toll', 'hantavirus', 'nobilis')	(0.026182334377858444, 0.024713136294555443, 0.024419171067172216, 0.022726605026627506, 0.02016108567801306, 0.01960795660086155, 0.018577360072623953, 0.018185309733672828, 0.017901950348012334, 0.017533354016049094)
Topic 91	('litter', 'soil', 'mineralisation', 'microbial', 'homefield', 'priming', 'decomposition', 'maom', 'fromin', 'fanin')	(0.0665174124938865, 0.043387443671586874, 0.036165821901740176, 0.032796161299137275, 0.026499820460970557, 0.025758367179623667, 0.02530089089533406, 0.024015534388139918, 0.023534740864920363, 0.02343233589968728)
Topic 92	('parasitoid', 'aphid', 'ladybird', 'host', 'aphidophagous', 'ervi', 'coccidophagous', 'patchleaving', 'coccid', 'pisum')	(0.040251802344607346, 0.033086990361102644, 0.03156284957510685, 0.022489270081156608, 0.021662688432711123, 0.019480876710329827, 0.018611638419367197, 0.018558236937022184, 0.015792378169247966, 0.014377844893743314)
Topic 93	('seagrass', 'marine', 'zostera', 'marina', 'coastal', 'doi', 'atlantic', 'progress', 'ecology', 'intertidal')	(0.03420043441414121, 0.026706808357969337, 0.02145354171054304, 0.018478802784394406, 0.015270392080074838, 0.01354617016671739, 0.012704677805273991, 0.012255114770214933, 0.011951931704316333, 0.011025992269824973)
Topic 94	('mosquito', 'aedes', 'aegypti', 'vector', 'borne', 'disease', 'oviposition', 'blood', 'container', 'anopheles')	(0.10745754122811536, 0.039495445690029635, 0.039400939526232505, 0.02480776395918207, 0.022044785261638635, 0.021308798349952685, 0.017745478836937584, 0.01562909617620075, 0.015312153441763631, 0.014264332066299292)
Topic 95	('drosophila', 'yakuba', 'santomea', 'male', 'bcyak', 'pigmentation', 'melanogaster', 'song', 'courtship', 'introgression')	(0.06194443894330633, 0.047287936449607194, 0.04180497428645993, 0.031625211283733363, 0.031196841765209232, 0.02914273991522244, 0.025827555397882875, 0.025254549001039652, 0.02160254867440573, 0.019798276365870688)
Topic 96	('meadow', 'marina', 'eelgrass', 'settlement', 'zostera', 'tidal', 'shoot', 'seagrass', 'intertidal', 'sediment')	(0.05487957223063538, 0.0499149721446133, 0.022623087538841197, 0.021080945135946737, 0.017930034966733836, 0.01589251118985622, 0.01583234303307747, 0.015594184955860195, 0.013036434129357326, 0.012739743964175126)
Topic 97	('lake', 'cladoceran', 'sediment', 'bourget', 'geneva', 'annecy', 'daphnia', 'bosmina', 'phytoplankton', 'climate')	(0.09888429405535416, 0.03723941948886876, 0.03277206802238887, 0.030353988611896872, 0.028772176892486383, 0.0261606481925578, 0.019145681715430407, 0.01564729856854906, 0.015240991010842333, 0.014882178595634947)
Topic 98	('jf', 'ipcom', 'mgnw', 'mbio', 'swio', 'reu', 'outer', 'nosy', 'nbe', 'pomacentridae')	(0.32436150676835146, 0.17199761927101173, 0.1406365709101959, 0.1361052151865814, 0.1275851656512607, 0.12515344457259633, 0.10708931012084548, 0.10548163464672612, 0.09311765186158938, 0.08698716434153352)
Topic 99	('beaugrand', 'niche', 'chromatogram', 'assemblage', 'dimension', 'taxonomic', 'cpr', 'category', 'pseudospecies', 'speciestaxa')	(0.03491924884379502, 0.03490764923447295, 0.03046490606554628, 0.028469042406393426, 0.026439973758241933, 0.021305967246084873, 0.020262114383975745, 0.019145476743276647, 0.017237966900168003, 0.017161288039399716)
Topic 100	('male', 'success', 'reproductive', 'janicke', 'mating', 'sex', 'hermaphrodite', 'sexual', 'female', 'snail')	(0.04216117366612567, 0.035118871595766314, 0.03441587542712564, 0.03179220409789715, 0.030469156587460737, 0.030207310160647156, 0.02931641056521371, 0.028205334566412228, 0.02386293653959763, 0.023139005021179784)
Topic 101	('radiation', 'chernobyl', 'strain', 'contaminated', 'contamination', 'mousseau', 'exposure', 'lychnidisdioicae', 'ukraine', 'mller')	(0.08436743022175348, 0.061989942567500074, 0.04774104793493245, 0.0367794954124208, 0.02893936320187958, 0.027778491610125362, 0.025780518503177363, 0.02401718375801123, 0.022925713122749262, 0.021945705902062705)
Topic 102	('hornet', 'yellowlegged', 'velutina', 'hive', 'humanmediated', 'spread', 'flight', 'honey', 'vespa', 'bee')	(0.12246862729942233, 0.04889593499969914, 0.03975999960864426, 0.03679797170080451, 0.03563786723294198, 0.03353815976285372, 0.032670779817854934, 0.03252304059258418, 0.03154189983678728, 0.031067429294063982)
Topic 103	('mite', 'honey', 'mellifera', 'bee', 'destructor', 'varroa', 'apis', 'queen', 'colony', 'honeybee')	(0.06715602780514653, 0.05455818865562801, 0.04699568340588909, 0.04296124280480717, 0.04120542674645153, 0.03991396067984555, 0.034541768940272576, 0.030737567866838948, 0.028327809815818106, 0.02202422461772001)
Topic 104	('orchid', 'pollinator', 'pollination', 'maculatum', 'floral', 'odour', 'inflorescence', 'orchidpollinator', 'deceptive', 'arum')	(0.061519358856426246, 0.05674047993485334, 0.03974835935491716, 0.03378714406979039, 0.031759810164524664, 0.023986449554000353, 0.022791079358133057, 0.019125064642286832, 0.018647797067351722, 0.018246973637739267)
Topic 105	('psi', 'elbowauc', 'gg', 'lc', 'ggg', 'ba', 'nt', 'bm', 'iq', 'bb')	(0.3174605378717232, 0.20084225770781675, 0.1631363506918138, 0.07956422055491671, 0.062323959657948784, 0.053371468427808356, 0.04799132887561804, 0.04622218450829484, 0.044733601612388096, 0.04219817497201939)
Topic 106	('network', 'ecology', 'ecological', 'citsci', 'jm', 'letter', 'web', 'science', 'gravel', 'ecol')	(0.025017581352617932, 0.016226313175565048, 0.012834342249039258, 0.01259028361304397, 0.010864264966681775, 0.01063731799280566, 0.01050727870521417, 0.01000929637597027, 0.009960473449102277, 0.009833023528298106)
Topic 107	('alien', 'impact', 'monetary', 'cost', 'evans', 'bird', 'kumschick', 'severe', 'biodiversity', 'eicat')	(0.12576809129123756, 0.08559320535675367, 0.08358788422902778, 0.07542399021811584, 0.057788766497628215, 0.043992112532598035, 0.043899224420399174, 0.03719627103139575, 0.03709549551187881, 0.03485871899910581)
Topic 108	('snail', 'shell', 'morphs', 'tide', 'pisana', 'pigmentation', 'morph', 'khler', 'ng', 'shore')	(0.07107245229811389, 0.03809049026039619, 0.037235187875438315, 0.033537217513802016, 0.027121541451673007, 0.022313987957044226, 0.022230581348317516, 0.020656532900092877, 0.020163456753330998, 0.0197443559898021)
Topic 109	('turtle', 'nesting', 'patch', 'feeding', 'foraging', 'migration', 'dalleau', 'sea', 'oceanic', 'green')	(0.12080005092245744, 0.06954012665329412, 0.04374347179144694, 0.0367543922602433, 0.031040455642591263, 0.02620072051575323, 0.025775780452181218, 0.024365739821617452, 0.023373365019875025, 0.02243389330847799)
Topic 110	('lion', 'hyaena', 'encounter', 'carcass', 'pride', 'kill', 'subgroup', 'prey', 'elephant', 'gps')	(0.10292991821639162, 0.06097304708591961, 0.05489487570881497, 0.05136223809527473, 0.03876210255332403, 0.03456098106855642, 0.02602221205468551, 0.02452296461452602, 0.01661063054043031, 0.016020655251462523)
Topic 111	('plant', 'trait', 'ecology', 'ontology', 'leaf', 'functional', 'root', 'nepenthes', 'arabidopsis', 'reich')	(0.018225356076292006, 0.012807719645514958, 0.01190024661250879, 0.011032732030263136, 0.010463243159266536, 0.010288027413543645, 0.009187029376525364, 0.008953436829345084, 0.00878590063562653, 0.008254285470852546)
Topic 112	('tree', 'ash', 'inoculum', 'dieback', 'armillaria', 'defoliation', 'disease', 'starch', 'gallica', 'pathogen')	(0.057602965314165054, 0.0376201168678116, 0.033613364605182564, 0.03327009338328778, 0.030365386454862194, 0.028684853197280487, 0.028367279314138814, 0.02834102735787138, 0.027341058242885376, 0.025913725004108053)
Topic 113	('muscle', 'sardine', 'yolk', 'albumen', 'aa', 'mitochondrial', 'foot', 'atp', 'egg', 'tissue')	(0.08587807110039225, 0.041697535768848486, 0.03768738428639583, 0.03700623734534075, 0.03451431820044565, 0.027052092833770927, 0.02628523311651418, 0.02350727022810368, 0.017926956277193068, 0.01783698237071235)
Topic 114	('allelopathic', 'excl', 'aquatic', 'plant', 'grandiflora', 'submerged', 'terrestrial', 'phenolic', 'emergent', 'compound')	(0.044075133278641244, 0.03569122277031521, 0.03179595612252576, 0.029412360139279566, 0.02852732577745965, 0.026950771787417508, 0.026762539733025555, 0.024006222878396603, 0.022485462144215613, 0.020066204725007048)
Topic 115	('urbanization', 'spider', 'web', 'mesh', 'urban', 'diadematus', 'itv', 'body', 'width', 'orb')	(0.06830333708482457, 0.06050887373224346, 0.05016060651605747, 0.02219324195649778, 0.01974974183339543, 0.018839983404362517, 0.018254351231649923, 0.018242507712920807, 0.01808321832892413, 0.017402330247911445)
Topic 116	('marine', 'plan', 'gulf', 'planning', 'policy', 'ocean', 'protected', 'conservation', 'lsw', 'climate')	(0.05093078956586141, 0.026718778954013377, 0.025436923241599765, 0.025099786969809773, 0.0224683138762936, 0.02164690379228848, 0.01727129940838992, 0.01617676045925504, 0.015518894246083671, 0.014297476367971858)
Topic 117	('offspring', 'cub', 'bear', 'phi', 'mother', 'yearling', 'independence', 'litter', 'dependent', 'polar')	(0.08248039733102314, 0.0647401745989599, 0.06074616241311667, 0.053227166521880614, 0.04395912287094284, 0.0439208877288463, 0.0416183885098708, 0.03927139758476702, 0.03888531840414121, 0.03845631326615538)
Topic 118	('mixotrophy', 'bn', 'noncarbon', 'element', 'heterotrophy', 'bioelements', 'mixotrophic', 'organism', 'nutrient', 'mixotrophs')	(0.058229125524798725, 0.02991084616390329, 0.025133523929533764, 0.02303758387660629, 0.021284608992438957, 0.01908275288977286, 0.017602630512644764, 0.01614473796647189, 0.01565048870550066, 0.01500685869223759)
Topic 119	('aphid', 'diapause', 'mpdnv', 'parasitoid', 'gu', 'mummy', 'ervi', 'infection', 'viruliferous', 'parasitoids')	(0.13387133871333867, 0.03913289061336347, 0.03867307646433663, 0.03425979398751337, 0.031078534558780686, 0.02236767802442623, 0.020674300806317138, 0.020275027155740186, 0.02004985202587782, 0.018626777792178504)
Topic 120	('farmer', 'clove', 'tree', 'shade', 'tsabo', 'coffee', 'shadetreeadvice', 'lek', 'knowledge', 'ranking')	(0.10273482087240905, 0.049774043504887455, 0.044424537696321376, 0.04323269949110907, 0.039619788760817384, 0.039131466622084825, 0.03905018289950565, 0.026365887787763432, 0.02626021214226268, 0.024197123141700305)
Topic 121	('forest', 'riparian', 'dg', 'sub', 'saharan', 'refuge', 'togolese', 'togo', 'biome', 'mountain')	(0.04201365047131701, 0.038796460690890995, 0.027390053648801666, 0.025828454392831754, 0.02502848481638292, 0.024667317919424937, 0.022834066347621154, 0.022502665540699265, 0.021561560621311454, 0.020660030932167568)
Topic 122	('urban', 'urbanisation', 'nonurban', 'urbanised', 'phenotypic', 'urbanization', 'city', 'adaptation', 'habitat', 'environment')	(0.08298110084925991, 0.04442623590555993, 0.042400836247940825, 0.03865897405060845, 0.021276918948261198, 0.02086342310149109, 0.019878900554634232, 0.016270329992175175, 0.015752811260300696, 0.015016805713945206)
Topic 123	('betweenness', 'strength', 'network', 'imputation', 'social', 'measure', 'crosssectional', 'centrality', 'group', 'individual')	(0.16875452183999096, 0.10617035405192536, 0.07503718762426317, 0.04922746272244015, 0.04722104830630102, 0.02735897928518243, 0.025099754037629922, 0.02476846548172637, 0.023731000131571423, 0.023422266686671776)
Topic 124	('stage', 'egg', 'embryo', 'hatching', 'helper', 'rewetting', 'desiccation', 'diapause', 'developmental', 'development')	(0.05236218618521566, 0.04666598603533451, 0.035531953198555184, 0.032338107957145736, 0.030141846038993638, 0.02665788830711124, 0.024052701150412456, 0.019588666818948716, 0.018901126669548105, 0.017659577098798753)
Topic 125	('pal', 'phyllonorycter', 'sp', 'mv', 'carex', 'nam', 'afr', 'spinus', 'ori', 'lc')	(0.06422348526044007, 0.04092962399090462, 0.036972025341521976, 0.035474416158582614, 0.029356576360465944, 0.027006098960149057, 0.02332796187505894, 0.02176740044835161, 0.021036686521205543, 0.019615531678277513)
Topic 126	('elevation', 'elevational', 'alpine', 'height', 'vegetative', 'trait', 'ep', 'preference', 'glacialis', 'viviparum')	(0.08395330640341132, 0.06403249626125364, 0.03969404171207407, 0.025303931026245886, 0.02256807622555842, 0.02168502293787656, 0.020848916989929814, 0.020535755506913406, 0.017197621190649753, 0.01670707578456495)
Topic 127	('nq', 'qn', 'nn', 'jo', 'oj', 'nj', 'nb', 'ob', 'bb', 'afl')	(0.15897025574838028, 0.0924823067920139, 0.09056634266390647, 0.08865934594527408, 0.08252666563380917, 0.07631145232652156, 0.07011439754933056, 0.0696506733299092, 0.06625742755293938, 0.06623146845930752)
Topic 128	('zonata', 'invasion', 'tephritidae', 'host', 'fly', 'invasive', 'invader', 'capitata', 'quilicii', 'insect')	(0.028078771284374044, 0.026839686346137946, 0.02358108077848731, 0.02350334039251749, 0.019882743171557287, 0.016706558496651355, 0.016182989346031136, 0.015441233181798065, 0.015182723660079445, 0.014522440723724992)
Topic 129	('gardetta', 'macromma', 'macrocarpa', 'darwiniana', 'arcania', 'hybrid', 'hybridization', 'speciation', 'bgrc', 'maritima')	(0.037023160520471936, 0.028877148206356812, 0.02677165337496652, 0.026164268647256742, 0.02553207568025814, 0.025488646787486885, 0.023707786500377692, 0.022532851830587758, 0.02118880930435661, 0.01955223514053491)
Topic 130	('whale', 'sonar', 'lfas', 'exposure', 'killer', 'playback', 'sound', 'incidental', 'sperm', 'mfa')	(0.11500751715451826, 0.09856587591477525, 0.05881126010134057, 0.058408435775829465, 0.043625764815723306, 0.03929523022001726, 0.038108095908183606, 0.03781396631074275, 0.029508681713481127, 0.029503804314849048)
Topic 131	('gypsy', 'moth', 'dauteur', 'manuscrit', 'liebhold', 'manuscript', 'allee', 'robinet', 'bjrnstad', 'author')	(0.10407949139836915, 0.08640670965189563, 0.07482516879622629, 0.07400779013514089, 0.05827279823715841, 0.04611691186972513, 0.04244985610251353, 0.03645161334306554, 0.03611431896686548, 0.033460080545478964)
Topic 132	('coral', 'reef', 'pocillopora', 'palaemonid', 'phylogenetic', 'diversication', 'marine', 'myr', 'chagos', 'molecular')	(0.03679915013474491, 0.023278959958122496, 0.02033074370295887, 0.015710014058170567, 0.015589355516021067, 0.01348454042748404, 0.012722399872178132, 0.012232108760575787, 0.011992834962265116, 0.011930182386265845)
Topic 133	('salinity', 'osmoregulation', 'maenas', 'oc', 'temperature', 'charmantier', 'torres', 'crab', 'tmls', 'larva')	(0.0884968244251153, 0.05136180118224434, 0.036943189830510384, 0.029714295522550258, 0.02621267086537645, 0.025813668357751174, 0.023736488853166593, 0.022864536726072093, 0.021772487193403262, 0.021191245121757105)
Topic 134	('immune', 'late', 'female', 'early', 'reproduction', 'molitor', 'old', 'challenge', 'life', 'antibacterial')	(0.08045251216765387, 0.07856733065948793, 0.06716877660282972, 0.05828016473679633, 0.05011185157594791, 0.04772597248028386, 0.04444970605097962, 0.04005275516377656, 0.03863080421852654, 0.034292141231784305)
Topic 135	('citsci', 'corpus', 'citizen', 'sapiens', 'sociocultural', 'theme', 'keywords', 'human', 'journal', 'ecological')	(0.06323213762454195, 0.034060600840988275, 0.026097036299256516, 0.021963249262031283, 0.0171056610873397, 0.01606954044817435, 0.015100430632028988, 0.014862490940606186, 0.01386977006769328, 0.013812401242226931)
Topic 136	('emission', 'compound', 'bvoc', 'litter', 'cho', 'volatile', 'decomposition', 'soil', 'ormeo', 'organic')	(0.06975459718778204, 0.055101375259850184, 0.05087978616447542, 0.047680819616416924, 0.03123030432614506, 0.02970181797810549, 0.02590058086419185, 0.021017386184961413, 0.02085097281567615, 0.020408288880696866)
Topic 137	('wasp', 'ficus', 'philotrypesish', 'pollinator', 'apocrypta', 'sycoscapter', 'compton', 'apocryptophagus', 'nonpollinating', 'oviposit')	(0.07887271327091493, 0.05967246337493517, 0.05231772268001228, 0.03628470415180318, 0.030375938093312477, 0.02951555147444367, 0.029166588867270624, 0.02750472717285897, 0.027147025376735776, 0.026476800591637265)
Topic 138	('locust', 'aedes', 'http', 'albopictus', 'invasion', 'saturniid', 'plague', 'ecology', 'evolution', 'retrieved')	(0.01681452898764255, 0.016106774742823633, 0.015267230478407114, 0.014231655065826802, 0.012693100542961891, 0.011695837063786255, 0.010905925706385015, 0.010011455958467594, 0.009540967195430922, 0.009020842012977353)
Topic 139	('coma', 'sea', 'chloronotus', 'genetic', 'larval', 'population', 'bass', 'dicentrarchus', 'labrax', 'clavata')	(0.020994166012289362, 0.020068620226510334, 0.01867690613206552, 0.017767230449310535, 0.01740069259697916, 0.01736241114243768, 0.016433290802971765, 0.014326281950696735, 0.014296206061754147, 0.0135564320072503)
Topic 140	('count', 'gam', 'buttery', 'deviation', 'missing', 'spacetime', 'abundance', 'trend', 'interpolation', 'weekly')	(0.03505037380378207, 0.024783945966103726, 0.023041328670043913, 0.02122391036078777, 0.02088781697377104, 0.020063665999612026, 0.018653987478953832, 0.018462841373541594, 0.017131066787572275, 0.01629607343361969)
Topic 141	('patch', 'fragmentation', 'strategy', 'dispersal', 'coloniser', 'landscape', 'aggregation', 'competitor', 'propagules', 'simulation')	(0.043925209758905306, 0.04182005199537538, 0.04052747027750412, 0.03891753113778264, 0.03352423115470476, 0.027195262663374877, 0.023715253550235738, 0.023640813901844356, 0.022776602233274518, 0.0220129499386089)
Topic 142	('nutritional', 'social', 'food', 'collective', 'intake', 'nutrition', 'individual', 'nutrient', 'simpson', 'raubenheimer')	(0.07911233145742522, 0.032219854839668695, 0.03148543994704839, 0.028957103732969315, 0.025046978529139386, 0.024191510152847588, 0.018566314203329513, 0.018307419007109037, 0.01668747232350976, 0.01643483662716651)
Topic 143	('forecast', 'horizon', 'prediction', 'prociency', 'predictability', 'uncertainty', 'ecological', 'theory', 'forecasting', 'expert')	(0.09878468753281036, 0.057227611844014356, 0.04684398049161081, 0.03695063971890979, 0.028547862014411444, 0.021995892940556244, 0.01845275894344915, 0.016833376337217685, 0.01614087282896861, 0.0158688217167368)
Topic 144	('dd', 'extinction', 'exppdloss', 'primate', 'risk', 'status', 'threat', 'pdloss', 'imputation', 'originality')	(0.08777056188545695, 0.05756505512630497, 0.03661569078141578, 0.03655483827391379, 0.035465434764416194, 0.0349123552426998, 0.03399666412938182, 0.03240539555717549, 0.02964979640404465, 0.028937106098718652)
Topic 145	('antarctic', 'krill', 'hsp', 'paralog', 'superba', 'crystallorophias', 'gene', 'nonsynonymous', 'allelic', 'bottleneck')	(0.055432263909077885, 0.04656654024584411, 0.04150268659857642, 0.032387709090685696, 0.02886023633370019, 0.026371016365186926, 0.023801622088550852, 0.020485033390394786, 0.01873585703608124, 0.018182531289182496)
Topic 146	('dauteur', 'manuscrit', 'allee', 'mating', 'gypsy', 'manuscript', 'moth', 'robinet', 'success', 'author')	(0.08385672422398723, 0.08190392765944482, 0.06470561502958207, 0.059810262318392426, 0.05365397521754096, 0.052113536554697214, 0.0443353134415642, 0.04314519500461357, 0.04010911841055973, 0.03915314078309677)
Topic 147	('dog', 'canid', 'chile', 'guanaco', 'hunting', 'cursorial', 'south', 'feral', 'prevosti', 'ambush')	(0.11417294313666239, 0.054872882958497675, 0.05175947013439202, 0.04623528548390372, 0.03863653512491018, 0.03694465699637216, 0.02628983511018724, 0.024931038700884568, 0.024017637357791038, 0.023330474649666207)
Topic 148	('perturbation', 'si', 'sensitivity', 'matrix', 'eigenvector', 'pulse', 'ni', 'jacobian', 'time', 'vi')	(0.13185187559922223, 0.0646304893275756, 0.03473877703077147, 0.032613220122974663, 0.03157421058779398, 0.030389717894278648, 0.026953471360878885, 0.026729581820669732, 0.026316696057596487, 0.025865792585126925)
Topic 149	('gorilla', 'female', 'silverback', 'group', 'robbins', 'western', 'breuer', 'male', 'dispersal', 'social')	(0.12536896207947615, 0.048526722921737896, 0.04504058095412343, 0.04003104451347351, 0.03934413775403728, 0.02964168258141091, 0.028259709654507408, 0.02670927688948257, 0.02643019218069301, 0.023596113706712128)
Topic 150	('coli', 'gull', 'resistant', 'isolates', 'escherichia', 'antimicrobial', 'ec', 'enterobacteriaceae', 'carbapenem', 'chick')	(0.07648520118512137, 0.06730402546415493, 0.058181045873224355, 0.053805578783317945, 0.04294833906944775, 0.04263802215998214, 0.039545184300505215, 0.03523697953605509, 0.033858763849587, 0.02945772552239094)
Topic 151	('ant', 'carton', 'attina', 'hypha', 'dejean', 'chaetothyriales', 'nest', 'fungi', 'crematogaster', 'fungal')	(0.0661739780075646, 0.05464836805519152, 0.039413685105239925, 0.038872497437332544, 0.03785490518811259, 0.03635488927468122, 0.03613841417599618, 0.0316398095664858, 0.03035578076338715, 0.029765234978609233)
Topic 152	('flowering', 'lasthenia', 'vernalization', 'mlgs', 'competition', 'intraspecific', 'bromus', 'mlg', 'seed', 'selfing')	(0.05542822989942472, 0.05241622778146054, 0.042245815558264954, 0.02827130427653868, 0.02284208329722225, 0.022807805503403205, 0.022594265389075607, 0.02152155800330655, 0.021429746414653485, 0.02064711236131801)
Topic 153	('manatee', 'florida', 'oshea', 'crystal', 'dolphin', 'sighting', 'mammal', 'ackerman', 'survival', 'coast')	(0.10941862158660909, 0.054405365281292625, 0.04632207060707174, 0.03306211582670698, 0.02841739443745364, 0.027703563132734026, 0.027697721012814033, 0.02741769897032117, 0.027101437058265624, 0.022350827569263768)
Topic 154	('dispersal', 'bonte', 'evolution', 'legrand', 'jacob', 'fronhofer', 'cote', 'clobert', 'metapopulation', 'ecol')	(0.04538658500860465, 0.026298548457525876, 0.02512934423996225, 0.02444487209447717, 0.018878050958384806, 0.01859824295674731, 0.017236481309829604, 0.017034074970920493, 0.014442103399659095, 0.014190347911584586)
Topic 155	('seabird', 'foot', 'eider', 'albatross', 'alle', 'grunst', 'arctic', 'weimerskirch', 'jakubas', 'auk')	(0.030286087161500493, 0.029859795755147762, 0.029470915242768687, 0.026988855394829158, 0.023610250529575754, 0.019951487679120566, 0.019407134735318025, 0.01891150661141992, 0.01857100741174575, 0.0179627978104225)
Topic 156	('diving', 'foraging', 'petrel', 'seal', 'seabird', 'sgdp', 'penguin', 'cdp', 'marine', 'mannwhitney')	(0.05338155773401859, 0.030827997010950427, 0.02744508437198106, 0.02693522842083833, 0.025818248426672127, 0.023814445040450778, 0.022910933998065524, 0.022562935730640145, 0.02180065801115471, 0.020482281112581793)
Topic 157	('goose', 'snow', 'barnacle', 'gosling', 'moult', 'survival', 'sedentary', 'migratory', 'arctic', 'gauthier')	(0.08902387926876677, 0.028300349878646172, 0.027069661269844832, 0.02706585329007495, 0.02354580567283469, 0.022412913166316495, 0.021143003653772616, 0.02049333900879272, 0.019627712841537207, 0.018992632481237587)
Topic 158	('climate', 'marine', 'mpas', 'sdgs', 'plan', 'sdg', 'change', 'service', 'expert', 'ecosystem')	(0.0399750548688395, 0.03952111753626857, 0.0388969021546856, 0.03629306755105778, 0.03335373461728141, 0.030781490717982127, 0.02960527690733691, 0.02744619289007825, 0.021725994010918, 0.02042549566136549)
Topic 159	('xt', 'equation', 'dy', 'clinelike', 'process', 'stationary', 'limit', 'traulsen', 'stochastic', 'mutation')	(0.07920518436357483, 0.05945925535779119, 0.034725987439012514, 0.032571748255498745, 0.027712705113705702, 0.027015465275479125, 0.02678786297917318, 0.02591967399307283, 0.025910208691642338, 0.025647191546569168)
