Topic,Words,Probabilities
Topic 11,"roots, root, soil, soils, plants, plant, ecosystem, mycorrhizal, biomass, nutrient","0.52453834, 0.4214827, 0.3721501, 0.36146155, 0.3536876, 0.2892278, 0.28883725, 0.2802692, 0.26450443, 0.26083767"
Topic 12,"coral, corals, corallioides, reef, reefs, algae, coralline, photosynthesis, algal, symbiodiniaceae","0.562374, 0.5496315, 0.515342, 0.46633807, 0.45153847, 0.43486807, 0.4176313, 0.37358376, 0.33094752, 0.32991654"
Topic 13,"vegetation, landscape, landscapes, crops, biodiversity, habitats, crop, hedgerows, agricultural, soil","0.50414836, 0.43564147, 0.4332785, 0.42846704, 0.41236123, 0.40604085, 0.3547209, 0.3418752, 0.32851633, 0.31071013"
Topic 14,"invasive, invasions, species, niche, habitat, invasion, populations, climate, biotic, climatic","0.48754412, 0.47400105, 0.4635348, 0.40332162, 0.39318264, 0.34031567, 0.3383488, 0.31002718, 0.29177457, 0.28014544"
Topic 15,"dispersal, evolutionary, phenotypic, extinction, populations, species, evolution, traits, habitat, genotypes","0.70333433, 0.47614145, 0.4516123, 0.42453694, 0.42239127, 0.4040505, 0.39398703, 0.38376614, 0.36298734, 0.3626017"
Topic 16,"elevations, germination, traits, plants, elevation, seedlings, elevational, dispersal, trait, climate","0.40122145, 0.39704335, 0.39347792, 0.38483477, 0.38243753, 0.3764744, 0.36850438, 0.3541367, 0.3528977, 0.33704352"
Topic 17,"bees, bee, pollination, honey, nectar, bumblebees, species, pollen, pollinators, habitats","0.6183114, 0.53827333, 0.3833113, 0.3717156, 0.3561116, 0.34387133, 0.3316251, 0.30994183, 0.30965376, 0.306731"
Topic 18,"ecological, conservation, resilience, nature, stakeholders, governance, socialecological, socioalecological, indigenous, social","0.56384736, 0.5364598, 0.5234295, 0.3392915, 0.32668412, 0.32511097, 0.32269704, 0.31830907, 0.27301553, 0.26053166"
Topic 19,"trees, forests, herbivory, herbivores, forest, leaves, herbivore, tree, diversity, species","0.42634565, 0.40674585, 0.4001608, 0.39510104, 0.35128373, 0.34765145, 0.34539405, 0.3339308, 0.31526724, 0.3085508"
Topic 20,"species, conspicuousness, mimicry, prey, predators, evolution, predation, predator, colour, phenotypes","0.50506175, 0.47745615, 0.45406395, 0.44122344, 0.43449754, 0.41504642, 0.4074596, 0.4016233, 0.33999467, 0.33994973"
Topic 21,"seals, foraging, dives, prey, diving, dive, seal, penguins, sea, penguin","0.5161958, 0.4611253, 0.43116003, 0.4268259, 0.41586143, 0.39721015, 0.33833042, 0.32764238, 0.2894553, 0.2835768"
Topic 22,"ants, ant, nests, forests, species, fungi, soil, trees, crematogaster, forest","0.5777272, 0.47398183, 0.37352738, 0.30263805, 0.29620916, 0.28636336, 0.2715711, 0.2594444, 0.2440474, 0.24370493"
Topic 23,"fishes, fish, perch, predation, lakes, extinction, predators, zooplankton, trout, species","0.5530896, 0.46538112, 0.44112784, 0.44072533, 0.4266343, 0.4266321, 0.42456007, 0.40514958, 0.403908, 0.39226735"
Topic 24,"parasites, parasite, virulence, infectious, infections, evolutionary, dispersal, infected, infection, virulent","0.5449566, 0.5357322, 0.4900064, 0.43158454, 0.4194002, 0.41297007, 0.40646443, 0.38877133, 0.3795997, 0.36895785"
Topic 25,"2b2, b2, bm, 2b, ibqm, bp2, 2m2ib, bt2b2b, qm, h2","0.43215966, 0.4258235, 0.41879332, 0.40927672, 0.40448746, 0.40198728, 0.39973742, 0.39665836, 0.3877434, 0.34917396"
Topic 26,"fungi, fungal, soils, soil, ectomycorrhizal, mycorrhizal, microbial, plants, species, rhizosphere","0.5287328, 0.463196, 0.39969793, 0.38552266, 0.3769196, 0.3583217, 0.35302776, 0.31833965, 0.29250145, 0.2750556"
Topic 27,"larvae, eggs, parasitoids, parasitoid, egg, incubation, larval, hatching, drosophila, flies","0.4881137, 0.44595507, 0.44438088, 0.42264926, 0.40817326, 0.3734688, 0.3578515, 0.30419397, 0.28210634, 0.27158248"
Topic 28,"rodents, rodent, mammals, mammal, species, mice, rattus, rat, habitat, rats","0.5857897, 0.5577066, 0.5433185, 0.4872244, 0.47438288, 0.46138167, 0.43262938, 0.41667533, 0.41512573, 0.41235948"
Topic 29,"microbial, microbes, phototrophic, peatlands, biomass, peat, bacteria, biochemical, cyanobacteria, sphagnum","0.50078714, 0.39814922, 0.35149288, 0.33227563, 0.33142108, 0.32860133, 0.3174033, 0.31710368, 0.3105358, 0.29421642"
Topic 30,"analyzed, research, data, analysed, study, doi, ecology, authors, science, wiley","0.37290174, 0.32712066, 0.31610867, 0.28616208, 0.23839381, 0.22635767, 0.19085342, 0.1884636, 0.18733546, 0.18105981"
Topic 31,"lm, 0m7m1, l0, bm, uorb1, lv, m7v1r, uvb77, 0bo7b, o0","0.30294728, 0.30157068, 0.30030635, 0.28944468, 0.28451246, 0.27691063, 0.2712337, 0.26595616, 0.2600516, 0.2595394"
Topic 32,"flowering, pollination, plants, flowers, flower, floral, pollinators, pollinator, plant, crop","0.5134476, 0.48861736, 0.43776432, 0.4229797, 0.4080355, 0.40132812, 0.39288142, 0.36903787, 0.3548581, 0.35379404"
Topic 33,"heritage, cultural, environmental, ecosystem, environment, valued, value, values, nature, wellbeing","0.5145658, 0.42663944, 0.41642898, 0.38363308, 0.35694456, 0.35247806, 0.34314036, 0.3401803, 0.33749104, 0.30419758"
Topic 34,"methodology, study, research, editing, manuscript, supervision, investigation, resources, analysis, equal","0.409504, 0.402099, 0.39731732, 0.3897865, 0.36700618, 0.35892782, 0.35851783, 0.3572488, 0.35698202, 0.3302182"
Topic 35,"prey, dispersal, stability, predators, predator, trophic, species, abundances, metacommunity, abundance","0.3871674, 0.36272568, 0.36022788, 0.3513241, 0.32356665, 0.31711298, 0.30964416, 0.29659808, 0.28876218, 0.28349638"
Topic 36,"immunity, immune, vaccine, reproduction, vaccination, antibodies, antibody, reproductive, breeding, vaccinated","0.5850108, 0.5375281, 0.37336573, 0.33952898, 0.33453685, 0.321322, 0.31164208, 0.29994527, 0.29432386, 0.2936917"
Topic 37,"phenotypic, populations, habitats, ecology, habitat, species, urbanization, traits, evolutionary, urbanized","0.5071153, 0.48461044, 0.47806638, 0.45041785, 0.43535596, 0.4263043, 0.41064447, 0.39985862, 0.39527863, 0.37379327"
Topic 38,"communities, centrality, social, networks, associations, demographic, groups, association, individuals, among","0.4442523, 0.41317266, 0.39946255, 0.37211156, 0.33778733, 0.33111474, 0.30524465, 0.29076964, 0.2869146, 0.2838697"
Topic 39,"bats, habitats, habitat, bat, foraging, wind, turbines, hedgerows, renewable, species","0.48921096, 0.43849194, 0.4010648, 0.3961008, 0.33865643, 0.33328062, 0.3327613, 0.33123296, 0.29987866, 0.26502335"
Topic 40,"sapotaceae, dispersal, vegetation, seeds, plants, species, myristicaceae, biodiversity, seed, fruits","0.4806748, 0.47681624, 0.45522356, 0.44440496, 0.41947803, 0.40694082, 0.38884223, 0.38700113, 0.3836988, 0.37298822"
Topic 41,"habitats, habitat, eelgrass, predation, seagrass, fauna, species, abundance, crustacean, benthic","0.5418139, 0.5007214, 0.46090767, 0.43741912, 0.4308825, 0.41433293, 0.39903054, 0.32968143, 0.2900461, 0.28797728"
Topic 42,"teeth, snakes, tooth, snake, molars, dentition, dental, mammals, morphology, phylogenetic","0.51406384, 0.466155, 0.446099, 0.4309784, 0.40882447, 0.37705907, 0.37250462, 0.3241222, 0.30066395, 0.2994219"
Topic 43,"phylogenetic, phylogeny, clades, clade, species, evolutionary, traits, diversity, trait, abundances","0.65503633, 0.5507597, 0.5184542, 0.48941493, 0.455884, 0.37002283, 0.3181315, 0.3049554, 0.3009112, 0.288608"
Topic 44,"aphids, aphid, parasitoids, parasitoid, aphidius, parasitism, predators, herbivore, predator, enemies","0.6394013, 0.6118064, 0.58540374, 0.5317688, 0.47135636, 0.42844424, 0.3696067, 0.35683286, 0.32221895, 0.2635315"
Topic 45,"biodiversity, taxonomic, ecology, species, reefs, reef, phylogenetic, coral, fish, ocean","0.53389275, 0.49083382, 0.46864092, 0.41230756, 0.40925962, 0.40229878, 0.38108438, 0.34711137, 0.3391348, 0.32393402"
Topic 46,"mammal, birth, maternal, reproductive, gestation, fetus, cohort, growth, lateborn, date","0.30874872, 0.304345, 0.30393705, 0.30164158, 0.29597703, 0.28772527, 0.27770132, 0.2680977, 0.24272257, 0.23871104"
Topic 47,"parasitoids, parasitoid, parasitism, species, flies, invasions, plants, diptera, tephritidae, solanum","0.5834953, 0.5469178, 0.47682998, 0.44040003, 0.39220026, 0.36013377, 0.3547416, 0.34293944, 0.3345906, 0.310095"
Topic 48,"archipelagos, ecology, islands, dispersal, archipelago, ecological, species, speciation, island, atolls","0.4830852, 0.48244062, 0.48047423, 0.4768242, 0.44158268, 0.43048123, 0.41101977, 0.41091597, 0.38915074, 0.37841535"
Topic 49,"telomeres, telomere, telomerase, lifespan, phylogeny, longevity, phylogenetic, reproduction, offspring, lengths","0.5782858, 0.5007752, 0.45415133, 0.35693398, 0.34062925, 0.31261188, 0.30159414, 0.30054003, 0.29437327, 0.26776946"
Topic 50,"ecological, ecosystem, fisheries, mpas, mpa, biodiversity, conservation, sustainable, marine, recreational","0.51891494, 0.5115665, 0.48812404, 0.44279182, 0.44160742, 0.399666, 0.38675326, 0.36193898, 0.3463794, 0.3244607"
Topic 51,"fisheries, fishery, fishing, fished, metapopulation, fish, ecosystem, dispersal, subpopulations, species","0.6432282, 0.63041633, 0.4903038, 0.41130066, 0.40492943, 0.39544764, 0.39272693, 0.3797476, 0.3066057, 0.30618697"
Topic 52,"phytoplankton, photosynthesis, ecosystem, temperatures, temperature, warming, nutrient, nutrients, photosynthetic, metabolic","0.5400964, 0.36679083, 0.35875207, 0.32326993, 0.3112549, 0.3057684, 0.29478413, 0.25888538, 0.25236115, 0.25086504"
Topic 53,"spermatogenesis, sperm, reproductive, fertilization, mating, seminal, offspring, semen, paternal, ejaculate","0.6415084, 0.6113429, 0.58909214, 0.5263858, 0.48519373, 0.4848078, 0.41003537, 0.4077584, 0.3601339, 0.331231"
Topic 54,"pollinators, pollination, herbivores, species, pollinator, plants, interactions, networks, mutualistic, traits","0.5208584, 0.48221552, 0.46373558, 0.46097252, 0.45507908, 0.39653182, 0.36894053, 0.35760435, 0.3264679, 0.32472202"
Topic 55,"drosophila, strains, yakuba, species, mating, pigmentation, ventral, flies, bcyak, santomea","0.44486398, 0.36319816, 0.35432833, 0.3378137, 0.2897171, 0.2607405, 0.25617158, 0.24651366, 0.24379511, 0.21562378"
Topic 56,"evolutionary, evolution, phenotypic, trait, ecological, ecology, mutation, genetic, ecosystem, ecoevolutionary","0.52931195, 0.47257745, 0.42435867, 0.41459286, 0.41290623, 0.398055, 0.3469939, 0.34289432, 0.33183196, 0.32988083"
Topic 57,"observers, observer, monitoring, estimates, wildlife, trends, ecology, population, counting, conservation","0.4679702, 0.4259981, 0.41207385, 0.3474726, 0.29858768, 0.28716457, 0.2792063, 0.27805686, 0.26912296, 0.26389515"
Topic 58,"warming, temperatures, predation, temperature, predators, prey, predator, thermal, predatorprey, acclimation","0.4669332, 0.4070776, 0.40610674, 0.39068854, 0.36080018, 0.3288015, 0.32047343, 0.29795456, 0.2972769, 0.29606956"
Topic 59,"trees, forests, ecology, forest, tree, species, pine, scientifiques, tropical, research","0.47889787, 0.4772876, 0.4736501, 0.4138281, 0.39203835, 0.35961747, 0.3256368, 0.2968032, 0.25208953, 0.23499036"
Topic 60,"populations, species, reproduction, demographic, population, correlations, correlation, stochasticity, survival, growth","0.46975738, 0.3898499, 0.36925042, 0.33638287, 0.32794517, 0.305612, 0.30305466, 0.2696991, 0.2695126, 0.26063514"
Topic 61,"agromyzidae, species, aphididae, asteraceae, herbivore, tephritidae, oleraceus, spinus, chloris, philaenus","0.41778925, 0.40831453, 0.40706694, 0.39486516, 0.3801362, 0.35354105, 0.32330072, 0.32193184, 0.31519896, 0.2872883"
Topic 62,"pollinators, pollinating, pollinator, wasps, figs, sycophila, fig, wasp, species, trees","0.500348, 0.49177912, 0.4547894, 0.44772312, 0.44206077, 0.4222461, 0.4098499, 0.37848246, 0.37261552, 0.3654709"
Topic 63,"wolbachia, fungi, wolbachiainfected, fungal, entomopathogenic, strains, infected, infection, antibiotic, gracillariidae","0.418797, 0.40977842, 0.4021183, 0.35634688, 0.3406745, 0.31049782, 0.30534297, 0.30323064, 0.2838016, 0.2602122"
Topic 64,"epigenetic, epigenetics, methylation, phenotypic, genes, methylated, genetic, genomic, phenotypes, gene","0.5437431, 0.53897303, 0.43830544, 0.4145643, 0.41365343, 0.3757758, 0.37393686, 0.36884332, 0.36626253, 0.34453717"
Topic 65,"owls, predation, owl, breeding, reproduction, prey, reproductive, goshawks, goshawk, abundance","0.5309645, 0.49064195, 0.43698534, 0.4240296, 0.36715767, 0.32879823, 0.32647133, 0.29549187, 0.25397998, 0.24733937"
Topic 66,"data, metadata, datasets, dataset, database, biodiversity, biota, species, taxon, research","0.48420173, 0.4642442, 0.4115254, 0.3944384, 0.35942316, 0.33122936, 0.32936558, 0.31868845, 0.30605543, 0.30362442"
Topic 67,"ecosystems, ecosystem, dispersal, downstream, hydrological, upstream, landscapes, flows, communities, river","0.6051432, 0.591788, 0.4840139, 0.40809804, 0.3645162, 0.35427907, 0.33837706, 0.3159656, 0.3100949, 0.29805052"
Topic 68,"albatrosses, albatross, seabirds, foraging, seabird, habitat, birds, species, ocean, breeding","0.537455, 0.51930547, 0.49496466, 0.4517931, 0.4157189, 0.37477702, 0.34410542, 0.33328944, 0.30762395, 0.29849607"
Topic 69,"virulence, virulent, pathogen, nematodes, parasite, phytophthora, avirulent, susceptible, cultivar, larvae","0.43701145, 0.39744955, 0.39602304, 0.35516703, 0.3453234, 0.29383343, 0.29318976, 0.29136875, 0.2765705, 0.26914427"
Topic 70,"ecological, abundances, networks, communities, nodes, species, metanetwork, aggregation, trophic, network","0.4818716, 0.4359802, 0.43186408, 0.4027017, 0.39580706, 0.37916067, 0.36413378, 0.36040384, 0.32751566, 0.32211635"
Topic 71,"seabird, birds, ecology, bird, breeding, hal, scientifiques, reproduction, scientific, cite","0.4527633, 0.4398298, 0.39690638, 0.3940355, 0.2895775, 0.25196373, 0.23821992, 0.21877286, 0.2154846, 0.19712"
Topic 72,"parasitoids, parasitoid, extinction, hostparasitoid, populations, ecology, hymenoptera, diploid, abundance, genetic","0.54561967, 0.5214763, 0.5142045, 0.45396918, 0.4033233, 0.37830138, 0.31386846, 0.31086877, 0.26345217, 0.23688662"
