Topic	Words	Probabilities
Topic 53	['gypsy', 'manuscrit', 'auteur', 'moth', 'author', 'manuscript', 'allee', 'robinet', 'liebhold', 'mating', 'populations', 'success', 'postprint', 'dispersal', 'citer']	[0.04879272079264424, 0.04874928226558913, 0.046637373431858385, 0.04506784644136315, 0.0353640923666791, 0.03451037352924631, 0.029902044968276056, 0.023978361216338256, 0.023920729210019125, 0.02216544297813458, 0.01829484556519283, 0.015551554874020847, 0.01506878905432718, 0.013999446334504796, 0.013603263285804391]
Topic 54	['host', 'parasite', 'parasites', 'storage', 'blood', 'infection', 'prevalence', 'plasmodium', 'leucocytozoon', 'dna', 'samples', 'mosquitoes', 'mosquito', 'of', 'infections']	[0.02658548930955339, 0.026017702657648415, 0.02263550642607258, 0.021495733488517417, 0.0213576576557012, 0.019364614750148078, 0.017831383667554684, 0.016979623760954264, 0.016369106743153502, 0.016145000669155928, 0.014838050118762448, 0.013484195559378496, 0.013308688240293772, 0.011801244026069517, 0.011644644533883365]
Topic 55	['de', 'hal', 'documents', 'ou', 'research', 'france', 'recherche', 'archive', 'des', 'or', 'id', 'la', 'orcid', 'university', 'bird']	[0.029102732467578118, 0.02575824446981716, 0.025249358767285273, 0.024238656879510292, 0.023527914843655413, 0.020474641171469295, 0.01859162766292821, 0.018334369360568432, 0.018208258827351782, 0.016228600419285203, 0.016002590389727237, 0.015770763693671627, 0.014406357910101617, 0.01314394207385558, 0.012600227575555411]
Topic 56	['de', 'des', 'hal', 'documents', 'research', 'ou', 'recherche', 'archive', 'france', 'university', 'la', 'forest', 'or', 'tree', 'ecology']	[0.03804583823936851, 0.027700388528996433, 0.026391506930654333, 0.026367612473893614, 0.025562237225044793, 0.02531214821640076, 0.02200496328993322, 0.019146369248753566, 0.018751174962703742, 0.016848927872559878, 0.01616133530369001, 0.015700173034075175, 0.015526801968441197, 0.014347067497114563, 0.013897480394957263]
Topic 57	['ficus', 'wasp', 'pollinator', 'wasps', 'fig', 'species', 'receptive', 'pollinators', 'host', 'sycoscapter', 'trees', 'apocryptophagus', 'apocrypta', 'sp', 'the']	[0.04149209882490552, 0.0328887378344835, 0.025586288331103647, 0.025274417116444556, 0.023337454716540532, 0.021934416488401873, 0.020020486729219637, 0.019036994897962126, 0.017554486691918718, 0.015767774954972877, 0.015055799968246767, 0.014536189591759669, 0.013401252736716683, 0.012447527850063055, 0.012433942953405918]
Topic 58	['de', 'marine', 'france', 'research', 'hal', 'documents', 'ou', 'des', 'recherche', 'university', 'archive', 'equal', 'ecology', 'or', 'https']	[0.02820160507287931, 0.026701382566298552, 0.021481041594612137, 0.02109168170011338, 0.02024740511722047, 0.020229073433949734, 0.019419327614419366, 0.017289413852661074, 0.016345051469705878, 0.015583678942721457, 0.015065619627887912, 0.014023846461232342, 0.013122539361665297, 0.012984350090002738, 0.012136260344698623]
Topic 59	['wolbachia', 'infection', 'versus', 'spider', 'bassiana', 'brunneum', 'greenisland', 'suzukii', 'mites', 'tetranychus', 'wsuz', 'urticae', 'zl', 'mite', 'populations']	[0.06423628392536052, 0.02917848786997721, 0.02500374654375586, 0.023687948722906003, 0.02090479040685758, 0.01847678510885902, 0.017489729203296223, 0.017079318369869412, 0.01677084034186418, 0.01671980480639494, 0.01652458535319137, 0.015966853290942235, 0.015167209347698824, 0.01515595013151078, 0.01376371477310888]
Topic 60	['owls', 'owl', 'breeding', 'goshawk', 'tawny', 'vole', 'predation', 'females', 'age', 'petty', 'survival', 'years', 'in', 'of', 'was']	[0.04986691071787952, 0.039135698820443376, 0.03324896263730502, 0.03151764521607496, 0.030849008279015613, 0.028690119958716922, 0.028202354399533728, 0.01853644040583575, 0.01810066137540967, 0.017039380549045424, 0.014888348265917489, 0.013806212660676215, 0.013088384338476696, 0.01305731113936631, 0.012750117144139404]
Topic 61	['soil', 'uptake', '15n', 'retention', 'nh4', 'microbial', 'plant', 'no3', 'substrate', 'and', 'nitrogen', 'root', 'ecosystem', 'biomass', 'in']	[0.044999658778504995, 0.03636162154160557, 0.023021757444222416, 0.022577034862175705, 0.022315523098150773, 0.02074733991964059, 0.019584437859008343, 0.018885123318413573, 0.01836932478993179, 0.015652134909253036, 0.014575018734211178, 0.014457272280982269, 0.013475813550903881, 0.011832493065398877, 0.011081916873241351]
Topic 62	['epigenetic', 'methylation', 'dna', 'variation', 'epigenetics', 'al', 'et', 'in', 'phenotypic', 'thaliana', 'genetic', 'genome', 'and', 'of', 'inheritance']	[0.08696876441279669, 0.06322618884052561, 0.03674181438659571, 0.02611192956782258, 0.023366085273604134, 0.019250350551010167, 0.018685349665873742, 0.015572220042454246, 0.01524773626790434, 0.015226745657252534, 0.0138583867045628, 0.0132295659210904, 0.012440386575438323, 0.011912357448900415, 0.011452530876878452]
Topic 63	['population', 'demographic', 'growth', 'correlations', 'survival', 'rate', 'vital', 'temporal', 'elasticities', 'the', 'elasticity', 'stochastic', 'of', 'rates', 'to']	[0.03665755132572643, 0.030411756379261797, 0.027821469582405264, 0.02033574765725765, 0.020237724215184553, 0.019028617183849728, 0.01751549605725831, 0.015795476589896516, 0.015498193568159123, 0.015479121991370486, 0.014982422753317971, 0.014335447355466819, 0.014284613981063224, 0.01355568334721756, 0.013142902021520875]
Topic 64	['psi2', 'psi3', 'e2', 'phi', 'e1', 'psi1', 'e0', 'population', 'technology', 'innovation', '146', 'tn', 'human', 'land', 'growth']	[0.2181577840597013, 0.19553783507123085, 0.15801067103539468, 0.1557314530986489, 0.14355395509757268, 0.14031607630379214, 0.11940900520474229, 0.038332541314438126, 0.032855698517297284, 0.026683245318742943, 0.024723484349174606, 0.024218161649445857, 0.021750999105255787, 0.021526598867054436, 0.019478729105277575]
Topic 65	['prey', 'acclimation', 'predator', 'temperature', 'turbidity', 'warming', 'metabolic', 'predators', 'rate', 'highlatitude', 'lowlatitude', 'the', 'search', 'thermal', 'cave']	[0.031939503059030414, 0.026096115896410813, 0.025253947137498813, 0.02429962322474024, 0.022410041915542526, 0.021407426012297812, 0.01843455729538857, 0.017401798036058326, 0.017170337236182543, 0.017051940577335216, 0.01644810854045769, 0.016428172461273354, 0.015596375884358986, 0.014939365149619476, 0.014651045593532254]
Topic 66	['parasitoid', 'host', 'csd', 'populations', 'diploid', 'slcsd', 'extinction', 'parasitoids', 'population', 'males', 'hosts', 'the', 'in', 'of', 'females']	[0.06429574938591338, 0.034778327178914555, 0.031339770690820494, 0.023402298437011516, 0.023274770682518882, 0.02313817229437981, 0.020645872932066704, 0.018377334761841245, 0.016975663901866774, 0.016265279569741165, 0.014211514387049921, 0.013658796385605802, 0.013304038283665632, 0.013117175422707569, 0.01252661314621774]
Topic 67	['pal', 'phyllonorycter', 'nam', 'sp', 'sonchus', 'spinus', 'sam', 'ori', '01', 'oleraceus', 'carex', 'afr', 'oleria', 'carpodacus', 'serinus']	[0.0645863422634657, 0.05156798902768097, 0.028502645655662316, 0.024251762985123285, 0.023238837752183876, 0.02229544653984238, 0.021812054469748706, 0.019536207631692424, 0.01928634644595562, 0.019280268968339977, 0.01906163511185271, 0.018812644386074186, 0.016682627215747464, 0.01527550808363081, 0.014404521922360483]
Topic 68	['virulent', 'avirulent', 'pallida', 'nematode', 'virulence', 'potato', 'nematodes', 'infestans', 'phytophthora', 'isolates', 'cyst', 'adaptation', 'lifehistory', 'incognita', 'the']	[0.0337630920939028, 0.03191976968333547, 0.0256649892332656, 0.025488227145397967, 0.024350003647708715, 0.02432909992996092, 0.021613036672168632, 0.0178625601247778, 0.01614598272903511, 0.015626837838183284, 0.01546819198997262, 0.015113012660591719, 0.013862509532931553, 0.013784870013444979, 0.013750412618747302]
