,node,source,fa_score,la_score,size,abs_fa_score,abs_la_score,feature_name
937,"('GBIF:2431', 'Combretaceae')",family,1,0,2,1,0,"family_tuple_Count_('GBIF:2431', 'Combretaceae')"
938,"('GBIF:3382', 'Pristigasteridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3382', 'Pristigasteridae')"
939,"('GBIF:4711', 'Lactobacillaceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:4711', 'Lactobacillaceae')"
940,"('GBIF:8801', 'Campanulaceae')",family,0,-0.5,8,0,0.5,"family_tuple_Count_('GBIF:8801', 'Campanulaceae')"
941,"('GBIF:2763195', 'Commelinaceae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:2763195', 'Commelinaceae')"
942,"('GBIF:2073', 'Euphausiidae')",family,0.6428571428571429,-0.928571429,7,0.6428571428571429,0.9285714285714286,"family_tuple_Count_('GBIF:2073', 'Euphausiidae')"
943,"('GBIF:8549', 'Nototheniidae')",family,0.9166666666666666,-0.666666667,6,0.9166666666666666,0.6666666666666666,"family_tuple_Count_('GBIF:8549', 'Nototheniidae')"
944,"('GBIF:9541', 'Leptospiraceae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:9541', 'Leptospiraceae')"
945,"('GBIF:11203034', 'Rhizobiaceae_A')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:11203034', 'Rhizobiaceae_A')"
946,"('GBIF:2382', 'Ulmaceae')",family,-0.1,0.1,5,0.1,0.1,"family_tuple_Count_('GBIF:2382', 'Ulmaceae')"
947,"('GBIF:9440', 'Encyrtidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:9440', 'Encyrtidae')"
948,"('GBIF:2387', 'Hydrophyllaceae')",family,-0.142857143,-0.428571429,7,0.14285714285714285,0.42857142857142855,"family_tuple_Count_('GBIF:2387', 'Hydrophyllaceae')"
949,"('GBIF:7908', 'Halictidae')",family,0.375,0,4,0.375,0,"family_tuple_Count_('GBIF:7908', 'Halictidae')"
950,"('GBIF:9340', 'Psittacidae')",family,-0.875,-1,4,0.875,1,"family_tuple_Count_('GBIF:9340', 'Psittacidae')"
951,"('GBIF:4233', 'Acanthuridae')",family,0.2,-0.6,5,0.2,0.6,"family_tuple_Count_('GBIF:4233', 'Acanthuridae')"
952,"('GBIF:5903', 'Aulostomidae')",family,0.3333333333333333,-0.333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:5903', 'Aulostomidae')"
953,"('GBIF:8947', 'Campylobacteraceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:8947', 'Campylobacteraceae')"
954,"('GBIF:6673', 'Berberidaceae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:6673', 'Berberidaceae')"
955,"('GBIF:8419', 'Hypocreaceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:8419', 'Hypocreaceae')"
956,"('GBIF:7428022', 'Phaeodactylaceae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:7428022', 'Phaeodactylaceae')"
957,"('GBIF:4396', 'Limnephilidae')",family,0,-0.75,2,0,0.75,"family_tuple_Count_('GBIF:4396', 'Limnephilidae')"
958,"('GBIF:4424', 'Crangonyctidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:4424', 'Crangonyctidae')"
959,"('GBIF:4404', 'Sericostomatidae')",family,-1,-1,2,1,1,"family_tuple_Count_('GBIF:4404', 'Sericostomatidae')"
960,"('GBIF:5663', 'Crotaphytidae')",family,-1,-0.666666667,3,1,0.6666666666666666,"family_tuple_Count_('GBIF:5663', 'Crotaphytidae')"
961,"('GBIF:8345926', 'Dactyloidae')",family,-1,0.5,2,1,0.5,"family_tuple_Count_('GBIF:8345926', 'Dactyloidae')"
962,"('GBIF:2967', 'Synodontidae')",family,-1,0,1,1,0,"family_tuple_Count_('GBIF:2967', 'Synodontidae')"
963,"('GBIF:5101', 'Platycephalidae')",family,-1,0,1,1,0,"family_tuple_Count_('GBIF:5101', 'Platycephalidae')"
964,"('GBIF:2206', 'Triakidae')",family,0.2,0.2,5,0.2,0.2,"family_tuple_Count_('GBIF:2206', 'Triakidae')"
965,"('GBIF:6881', 'Myidae')",family,-1,0.5,2,1,0.5,"family_tuple_Count_('GBIF:6881', 'Myidae')"
966,"('GBIF:7353', 'Agelenidae')",family,-0.333333333,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:7353', 'Agelenidae')"
967,"('GBIF:9168', 'Argasidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:9168', 'Argasidae')"
968,"('GBIF:6522722', 'Penicillidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:6522722', 'Penicillidae')"
969,"('GBIF:3792', 'Carabidae')",family,1,-1,2,1,1,"family_tuple_Count_('GBIF:3792', 'Carabidae')"
970,"('GBIF:3253416', 'Phalangiidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3253416', 'Phalangiidae')"
971,"('GBIF:6631', 'Violaceae')",family,1,-0.357142857,7,1,0.35714285714285715,"family_tuple_Count_('GBIF:6631', 'Violaceae')"
972,"('GBIF:9720', 'Bucerotidae')",family,0,1,2,0,1,"family_tuple_Count_('GBIF:9720', 'Bucerotidae')"
973,"('GBIF:3281105', 'Gloniaceae')",family,0,0.5,2,0,0.5,"family_tuple_Count_('GBIF:3281105', 'Gloniaceae')"
974,"('GBIF:6669', 'Connaraceae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:6669', 'Connaraceae')"
975,"('GBIF:4194986', 'Phrymaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4194986', 'Phrymaceae')"
976,"('GBIF:4286', 'Monodactylidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4286', 'Monodactylidae')"
977,"('GBIF:2499', 'Juglandaceae')",family,0.5,-1,4,0.5,1,"family_tuple_Count_('GBIF:2499', 'Juglandaceae')"
978,"('GBIF:9366', 'Phyllostomidae')",family,0.5,-0.375,4,0.5,0.375,"family_tuple_Count_('GBIF:9366', 'Phyllostomidae')"
979,"('GBIF:2219', 'Tetraodontidae')",family,-1,-0.875,4,1,0.875,"family_tuple_Count_('GBIF:2219', 'Tetraodontidae')"
980,"('GBIF:8832', 'Bombycidae')",family,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:8832', 'Bombycidae')"
981,"('GBIF:2394', 'Zygophyllaceae')",family,0,1,2,0,1,"family_tuple_Count_('GBIF:2394', 'Zygophyllaceae')"
982,"('GBIF:5609', 'Francisellaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:5609', 'Francisellaceae')"
983,"('GBIF:6088', 'Dermanyssidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:6088', 'Dermanyssidae')"
984,"('GBIF:2832', 'Laelapidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:2832', 'Laelapidae')"
985,"('GBIF:2831', 'Macrochelidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:2831', 'Macrochelidae')"
986,"('GBIF:4664459', 'Melicharidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:4664459', 'Melicharidae')"
987,"('GBIF:6081', 'Uropodidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:6081', 'Uropodidae')"
988,"('GBIF:6862', 'Pinnidae')",family,0.5,-1,3,0.5,1,"family_tuple_Count_('GBIF:6862', 'Pinnidae')"
989,"('GBIF:3454', 'Mactridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3454', 'Mactridae')"
990,"('GBIF:9533', 'Schizasteridae')",family,1,-1,2,1,1,"family_tuple_Count_('GBIF:9533', 'Schizasteridae')"
991,"('GBIF:9319', 'Meliphagidae')",family,-1,0.5,1,1,0.5,"family_tuple_Count_('GBIF:9319', 'Meliphagidae')"
992,"('GBIF:7805', 'Mycoplasmataceae')",family,-1,0.5,1,1,0.5,"family_tuple_Count_('GBIF:7805', 'Mycoplasmataceae')"
993,"('GBIF:5955', 'Triaenophoridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:5955', 'Triaenophoridae')"
994,"('GBIF:4139', 'Metschnikowiaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4139', 'Metschnikowiaceae')"
995,"('GBIF:8536', 'Lactariidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:8536', 'Lactariidae')"
996,"('GBIF:4227', 'Salangidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:4227', 'Salangidae')"
997,"('GBIF:4140', 'Saccharomycetaceae')",family,0.3333333333333333,-0.333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:4140', 'Saccharomycetaceae')"
998,"('GBIF:8864', 'Saturniidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:8864', 'Saturniidae')"
999,"('GBIF:9336', 'Ploceidae')",family,-1,0,2,1,0,"family_tuple_Count_('GBIF:9336', 'Ploceidae')"
1000,"('GBIF:5256', 'Monarchidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:5256', 'Monarchidae')"
1001,"('GBIF:5259', 'Nectariniidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:5259', 'Nectariniidae')"
1002,"('GBIF:5893341', 'Debaryomycetaceae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:5893341', 'Debaryomycetaceae')"
1003,"('GBIF:9293', 'Cisticolidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:9293', 'Cisticolidae')"
1004,"('GBIF:8084', 'Mycobacteriaceae')",family,-0.75,0,2,0.75,0,"family_tuple_Count_('GBIF:8084', 'Mycobacteriaceae')"
1005,"('GBIF:7149', 'Fragilariaceae')",family,0.75,1,2,0.75,1,"family_tuple_Count_('GBIF:7149', 'Fragilariaceae')"
1006,"('GBIF:2915', 'Dinobryaceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:2915', 'Dinobryaceae')"
1007,"('GBIF:2510', 'Adoxaceae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:2510', 'Adoxaceae')"
1008,"('GBIF:4246', 'Typhaceae')",family,0.3333333333333333,-0.333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:4246', 'Typhaceae')"
1009,"('GBIF:7819', 'Anaplasmataceae')",family,1,0,2,1,0,"family_tuple_Count_('GBIF:7819', 'Anaplasmataceae')"
1010,"('GBIF:7873', 'Heptageniidae')",family,0.5,-1,1,0.5,1,"family_tuple_Count_('GBIF:7873', 'Heptageniidae')"
1011,"('GBIF:7865', 'Baetidae')",family,0.5,-1,1,0.5,1,"family_tuple_Count_('GBIF:7865', 'Baetidae')"
1012,"('GBIF:7190', 'Belonidae')",family,-0.5,-0.333333333,3,0.5,0.3333333333333333,"family_tuple_Count_('GBIF:7190', 'Belonidae')"
1013,"('GBIF:5244', 'Galbulidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:5244', 'Galbulidae')"
1014,"('GBIF:2377', 'Turneraceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:2377', 'Turneraceae')"
1015,"('GBIF:7899', 'Tingidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7899', 'Tingidae')"
1016,"('GBIF:7172', 'Atherinidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:7172', 'Atherinidae')"
1017,"('GBIF:3915', 'Spongillidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3915', 'Spongillidae')"
1018,"('GBIF:7725', 'Dictyotaceae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:7725', 'Dictyotaceae')"
1019,"('GBIF:9477', 'Acanthasteridae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9477', 'Acanthasteridae')"
1020,"('GBIF:7378', 'Liocranidae')",family,-0.5,-0.5,1,0.5,0.5,"family_tuple_Count_('GBIF:7378', 'Liocranidae')"
1021,"('GBIF:9325', 'Odontophoridae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9325', 'Odontophoridae')"
1022,"('GBIF:5485', 'Lemuridae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:5485', 'Lemuridae')"
1023,"('GBIF:6746', 'Ranidae')",family,-0.5,-0.5,4,0.5,0.5,"family_tuple_Count_('GBIF:6746', 'Ranidae')"
1024,"('GBIF:3093', 'Pipidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:3093', 'Pipidae')"
1025,"('GBIF:7923261', 'Liolaemidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:7923261', 'Liolaemidae')"
1026,"('GBIF:9478', 'Adelgidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:9478', 'Adelgidae')"
1027,"('GBIF:4287591', 'Pythonidae')",family,0,-0.5,2,0,0.5,"family_tuple_Count_('GBIF:4287591', 'Pythonidae')"
1028,"('GBIF:3309302', 'Hymenogastraceae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:3309302', 'Hymenogastraceae')"
1029,"('GBIF:9342', 'Rallidae')",family,-0.6,-0.5,5,0.6,0.5,"family_tuple_Count_('GBIF:9342', 'Rallidae')"
1030,"('GBIF:5467', 'Ochotonidae')",family,-0.6,-0.6,5,0.6,0.6,"family_tuple_Count_('GBIF:5467', 'Ochotonidae')"
1031,"('GBIF:9699', 'Indicatoridae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:9699', 'Indicatoridae')"
1032,"('GBIF:5487', 'Gracillariidae')",family,1,-0.25,4,1,0.25,"family_tuple_Count_('GBIF:5487', 'Gracillariidae')"
1033,"('GBIF:9410', 'Lyonetiidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9410', 'Lyonetiidae')"
1034,"('GBIF:7014', 'Nepticulidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7014', 'Nepticulidae')"
1035,"('GBIF:4870', 'Choreutidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4870', 'Choreutidae')"
1036,"('GBIF:3554', 'Glyphipterigidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3554', 'Glyphipterigidae')"
1037,"('GBIF:6954', 'Epermeniidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:6954', 'Epermeniidae')"
1038,"('GBIF:8871', 'Tischeriidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:8871', 'Tischeriidae')"
1039,"('GBIF:8839', 'Cosmopterigidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:8839', 'Cosmopterigidae')"
1040,"('GBIF:9689', 'Oecophoridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9689', 'Oecophoridae')"
1041,"('GBIF:7297', 'Elachistidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7297', 'Elachistidae')"
1042,"('GBIF:8855', 'Momphidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:8855', 'Momphidae')"
1043,"('GBIF:4864', 'Bedelliidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4864', 'Bedelliidae')"
1044,"('GBIF:2503', 'Gentianaceae')",family,0.3333333333333333,-1,3,0.3333333333333333,1,"family_tuple_Count_('GBIF:2503', 'Gentianaceae')"
1045,"('GBIF:6100825', 'Locustellidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:6100825', 'Locustellidae')"
1046,"('GBIF:4635', 'Dicranaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4635', 'Dicranaceae')"
1047,"('GBIF:8374', 'Nephromataceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:8374', 'Nephromataceae')"
1048,"('GBIF:2292', 'Anastrophyllaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:2292', 'Anastrophyllaceae')"
1049,"('GBIF:4652', 'Hylocomiaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4652', 'Hylocomiaceae')"
1050,"('GBIF:2629', 'Arionidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:2629', 'Arionidae')"
1051,"('GBIF:6537', 'Limacidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:6537', 'Limacidae')"
1052,"('GBIF:2181', 'Chimaeridae')",family,1,-1,2,1,1,"family_tuple_Count_('GBIF:2181', 'Chimaeridae')"
1053,"('GBIF:9512', 'Arbaciidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9512', 'Arbaciidae')"
1054,"('GBIF:3789', 'Buprestidae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:3789', 'Buprestidae')"
1055,"('GBIF:7841835', 'Spirostomidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7841835', 'Spirostomidae')"
1056,"('GBIF:7965301', 'Homalozoidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7965301', 'Homalozoidae')"
1057,"('GBIF:8153440', 'Didiniidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:8153440', 'Didiniidae')"
1058,"('GBIF:8094260', 'Nosematidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:8094260', 'Nosematidae')"
1059,"('GBIF:5464', 'Dermochelyidae')",family,-0.5,-0.4,5,0.5,0.4,"family_tuple_Count_('GBIF:5464', 'Dermochelyidae')"
1060,"('GBIF:2592', 'Dorylaimidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:2592', 'Dorylaimidae')"
1061,"('GBIF:2607', 'Plectidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:2607', 'Plectidae')"
1062,"('GBIF:9338', 'Podicipedidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:9338', 'Podicipedidae')"
1063,"('GBIF:4848524', 'Palaelodidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:4848524', 'Palaelodidae')"
1064,"('GBIF:4566', 'Upogebiidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:4566', 'Upogebiidae')"
1065,"('GBIF:3343', 'Chironomidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3343', 'Chironomidae')"
1066,"('GBIF:3880', 'Brachionidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3880', 'Brachionidae')"
1067,"('GBIF:9455', 'Elapidae')",family,0,-0.25,4,0,0.25,"family_tuple_Count_('GBIF:9455', 'Elapidae')"
1068,"('GBIF:6101112', 'Leiothrichidae')",family,-1,0,2,1,0,"family_tuple_Count_('GBIF:6101112', 'Leiothrichidae')"
1069,"('GBIF:6100948', 'Chaetopidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:6100948', 'Chaetopidae')"
1070,"('GBIF:9116', 'Tropiduridae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9116', 'Tropiduridae')"
1071,"('GBIF:8519', 'Cheilodactylidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:8519', 'Cheilodactylidae')"
1072,"('GBIF:2953', 'Muraenidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:2953', 'Muraenidae')"
1073,"('GBIF:7312', 'Tubulariidae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:7312', 'Tubulariidae')"
1074,"('GBIF:5168', 'Siluridae')",family,0.3333333333333333,-0.333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:5168', 'Siluridae')"
1075,"('GBIF:8473', 'Mugilidae')",family,0,0.5,4,0,0.5,"family_tuple_Count_('GBIF:8473', 'Mugilidae')"
1076,"('GBIF:3241751', 'Acanthizidae')",family,1,0,2,1,0,"family_tuple_Count_('GBIF:3241751', 'Acanthizidae')"
1077,"('GBIF:3731', 'Pontederiaceae')",family,-1,1,1,1,1,"family_tuple_Count_('GBIF:3731', 'Pontederiaceae')"
1078,"('GBIF:3720', 'Alismataceae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:3720', 'Alismataceae')"
1079,"('GBIF:6193', 'Pomatomidae')",family,-1,1,2,1,1,"family_tuple_Count_('GBIF:6193', 'Pomatomidae')"
1080,"('GBIF:4217', 'Myctophidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:4217', 'Myctophidae')"
1081,"('GBIF:9330', 'Pelecanoididae')",family,-1,-1,2,1,1,"family_tuple_Count_('GBIF:9330', 'Pelecanoididae')"
1082,"('GBIF:3086', 'Mantellidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:3086', 'Mantellidae')"
1083,"('GBIF:3695', 'Fundulidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:3695', 'Fundulidae')"
1084,"('GBIF:5597', 'Echinidae')",family,0.3333333333333333,-0.333333333,3,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:5597', 'Echinidae')"
1085,"('GBIF:9414', 'Thylacomyidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9414', 'Thylacomyidae')"
1086,"('GBIF:3924', 'Araucariaceae')",family,-0.333333333,-0.666666667,3,0.3333333333333333,0.6666666666666666,"family_tuple_Count_('GBIF:3924', 'Araucariaceae')"
1087,"('GBIF:6801', 'Ampullariidae')",family,-0.5,-1,1,0.5,1,"family_tuple_Count_('GBIF:6801', 'Ampullariidae')"
1088,"('GBIF:9639', 'Lotidae')",family,-0.166666667,-0.333333333,3,0.16666666666666666,0.3333333333333333,"family_tuple_Count_('GBIF:9639', 'Lotidae')"
1089,"('GBIF:3247675', 'Sphaeriidae')",family,-0.5,-1,1,0.5,1,"family_tuple_Count_('GBIF:3247675', 'Sphaeriidae')"
1090,"('GBIF:4512', 'Ariidae')",family,-0.375,0.5,4,0.375,0.5,"family_tuple_Count_('GBIF:4512', 'Ariidae')"
1091,"('GBIF:7908676', 'Pleistophoridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7908676', 'Pleistophoridae')"
1092,"('GBIF:7759030', 'Amblyosporidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7759030', 'Amblyosporidae')"
1093,"('GBIF:2816', 'Eriophyidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:2816', 'Eriophyidae')"
1094,"('GBIF:7918', 'Tenthredinidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:7918', 'Tenthredinidae')"
1095,"('GBIF:9698', 'Callaeatidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:9698', 'Callaeatidae')"
1096,"('GBIF:6178', 'Phoeniculidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:6178', 'Phoeniculidae')"
1097,"('GBIF:2183', 'Narcinidae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:2183', 'Narcinidae')"
1098,"('GBIF:2435', 'Elaeocarpaceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:2435', 'Elaeocarpaceae')"
1099,"('GBIF:6718', 'Nyctaginaceae')",family,1,1,1,1,1,"family_tuple_Count_('GBIF:6718', 'Nyctaginaceae')"
1100,"('GBIF:4251', 'Blenniidae')",family,-1,0,2,1,0,"family_tuple_Count_('GBIF:4251', 'Blenniidae')"
1101,"('GBIF:11481751', 'Trachycosmidae')",family,-1,0,1,1,0,"family_tuple_Count_('GBIF:11481751', 'Trachycosmidae')"
1102,"('GBIF:2395', 'Simaroubaceae')",family,-1,0,1,1,0,"family_tuple_Count_('GBIF:2395', 'Simaroubaceae')"
1103,"('GBIF:9721', 'Toxopneustidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:9721', 'Toxopneustidae')"
1104,"('GBIF:6934', 'Helodermatidae')",family,-1,-0.333333333,3,1,0.3333333333333333,"family_tuple_Count_('GBIF:6934', 'Helodermatidae')"
1105,"('GBIF:9315', 'Laniidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9315', 'Laniidae')"
1106,"('GBIF:7876', 'Anthocoridae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:7876', 'Anthocoridae')"
1107,"('GBIF:5789856', 'Homalopsidae')",family,1,-0.5,2,1,0.5,"family_tuple_Count_('GBIF:5789856', 'Homalopsidae')"
1108,"('GBIF:9200', 'Acrochordidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9200', 'Acrochordidae')"
1109,"('GBIF:5664', 'Cylindrophiidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:5664', 'Cylindrophiidae')"
1110,"('GBIF:11209474', 'Pseudaspididae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:11209474', 'Pseudaspididae')"
1111,"('GBIF:5789868', 'Lamprophiidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:5789868', 'Lamprophiidae')"
1112,"('GBIF:5716', 'Camelidae')",family,-0.25,-0.25,2,0.25,0.25,"family_tuple_Count_('GBIF:5716', 'Camelidae')"
1113,"('GBIF:5280', 'Rheidae')",family,-1,0.5,1,1,0.5,"family_tuple_Count_('GBIF:5280', 'Rheidae')"
1114,"('GBIF:7223', 'Perlidae')",family,-1,0.5,1,1,0.5,"family_tuple_Count_('GBIF:7223', 'Perlidae')"
1115,"('GBIF:6935', 'Iguanidae')",family,-1,-0.25,2,1,0.25,"family_tuple_Count_('GBIF:6935', 'Iguanidae')"
1116,"('GBIF:3522', 'Simuliidae')",family,-1,0.5,1,1,0.5,"family_tuple_Count_('GBIF:3522', 'Simuliidae')"
1117,"('GBIF:5127', 'Atractaspididae')",family,1,0,1,1,0,"family_tuple_Count_('GBIF:5127', 'Atractaspididae')"
1118,"('GBIF:3298038', 'Ploettnerulaceae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:3298038', 'Ploettnerulaceae')"
1119,"('GBIF:9640', 'Cymodoceaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:9640', 'Cymodoceaceae')"
1120,"('GBIF:5072', 'Terapontidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:5072', 'Terapontidae')"
1121,"('GBIF:2419', 'Plumbaginaceae')",family,-0.5,1,1,0.5,1,"family_tuple_Count_('GBIF:2419', 'Plumbaginaceae')"
1122,"('GBIF:3722', 'Ruppiaceae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:3722', 'Ruppiaceae')"
1123,"('GBIF:9524', 'Strongylocentrotidae')",family,0,0,2,0,0,"family_tuple_Count_('GBIF:9524', 'Strongylocentrotidae')"
1124,"('GBIF:8888', 'Idoteidae')",family,-1,0,2,1,0,"family_tuple_Count_('GBIF:8888', 'Idoteidae')"
1125,"('GBIF:9030', 'Palmariaceae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9030', 'Palmariaceae')"
1126,"('GBIF:6623', 'Dennstaedtiaceae')",family,1,-1,3,1,1,"family_tuple_Count_('GBIF:6623', 'Dennstaedtiaceae')"
1127,"('GBIF:8803', 'Nothofagaceae')",family,-1,-0.5,2,1,0.5,"family_tuple_Count_('GBIF:8803', 'Nothofagaceae')"
1128,"('GBIF:9309', 'Cuculidae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:9309', 'Cuculidae')"
1129,"('GBIF:6682', 'Nepenthaceae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:6682', 'Nepenthaceae')"
1130,"('GBIF:9371', 'Burramyidae')",family,0,-0.75,2,0,0.75,"family_tuple_Count_('GBIF:9371', 'Burramyidae')"
1131,"('GBIF:5288', 'Threskiornithidae')",family,0,-1,2,0,1,"family_tuple_Count_('GBIF:5288', 'Threskiornithidae')"
1132,"('GBIF:3241609', 'Timaliidae')",family,1,-1,1,1,1,"family_tuple_Count_('GBIF:3241609', 'Timaliidae')"
1133,"('GBIF:8672', 'Pinnotheridae')",family,-1,-1,1,1,1,"family_tuple_Count_('GBIF:8672', 'Pinnotheridae')"
