,bt5,bt6,bt7,bt8,bt9,bt10,bt11,bt12,bt13,lda6
Topic 64,9.816449243507197,11.440634513555366,,1.059215914458063,,1.4679672391606962,11.373898541763069,13.911318619674741,7.906559079767319,
Topic 65,9.7946710922316,7.341538899744501,,0.5336240753238081,,0.8793261768446287,13.808334095314445,7.974898856494108,4.222406727180993,
Topic 66,6.225278168674037,,,,,1.0405126066326544,21.760962765415428,11.400088293551782,12.767278442209452,
Topic 67,17.36083432448122,,,,,2.0906875357269525,7.394680325724689,7.257161019846039,4.467390777041679,
Topic 68,6.066662165016227,,,,,1.425812678020648,,9.890650811613789,1.5782370238896566,
Topic 69,14.415697427005483,,,,,,,12.245283835074945,21.99113279380873,
Topic 70,10.128243139270957,,,,,,,8.415967799902004,11.822336208277651,
Topic 71,9.173801729417445,,,,,,,4.521985651189867,7.898009112357619,
Topic 72,6.975261204738773,,,,,,,11.822336309212218,,
Topic 73,8.42791032404477,,,,,,,,,
Topic 74,12.781862346034172,,,,,,,,,
Topic 75,7.897944022800963,,,,,,,,,
Topic 76,11.575622223102032,,,,,,,,,
Topic 77,10.023125236770431,,,,,,,,,
Topic 78,13.250458095206561,,,,,,,,,
Topic 79,4.474628810915171,,,,,,,,,
Topic 80,6.684362473280407,,,,,,,,,
Topic 81,8.555137850857642,,,,,,,,,
Topic 82,7.462243477257823,,,,,,,,,
Topic 83,8.248254993542249,,,,,,,,,
Topic 84,11.309810665253309,,,,,,,,,
Topic 85,11.396420947227739,,,,,,,,,
Topic 86,12.498456796444895,,,,,,,,,
Topic 87,11.310340802885458,,,,,,,,,
Topic 88,6.817971705096664,,,,,,,,,
Topic 89,5.395787467432034,,,,,,,,,
Topic 90,14.083958246526407,,,,,,,,,
Topic 91,9.723125048160938,,,,,,,,,
Topic 92,9.191212427656799,,,,,,,,,
Topic 93,9.437582404194677,,,,,,,,,
Topic 94,11.735052152750974,,,,,,,,,
Topic 95,3.9657390957148198,,,,,,,,,
Topic 96,8.550618245470385,,,,,,,,,
Topic 97,6.112007461601647,,,,,,,,,
Topic 98,15.659635912524937,,,,,,,,,
Topic 99,6.749096634973595,,,,,,,,,
Topic 100,10.972593729848986,,,,,,,,,
Topic 101,7.313085174402304,,,,,,,,,
Topic 102,17.077119668318215,,,,,,,,,
Topic 103,6.209694432261136,,,,,,,,,
Topic 104,4.736232954563815,,,,,,,,,
Topic 105,3.4393147571175424,,,,,,,,,
Topic 106,9.813277337766614,,,,,,,,,
Topic 107,9.03661080414054,,,,,,,,,
Topic 108,11.064430051741757,,,,,,,,,
Topic 109,7.21518069709863,,,,,,,,,
Topic 110,13.910755888816004,,,,,,,,,
Topic 111,8.001850532015927,,,,,,,,,
Topic 112,9.43422630832975,,,,,,,,,
Topic 113,18.938484311667935,,,,,,,,,
Topic 114,8.891508018855708,,,,,,,,,
Topic 115,17.583834096073176,,,,,,,,,
Topic 116,9.949913622174726,,,,,,,,,
Topic 117,10.562667209939473,,,,,,,,,
Topic 118,4.759057716005035,,,,,,,,,
Topic 119,5.9998948398899055,,,,,,,,,
Topic 120,8.37711611765428,,,,,,,,,
Topic 121,5.434899955277853,,,,,,,,,
Topic 122,11.147324216213011,,,,,,,,,
Topic 123,12.296579987921223,,,,,,,,,
Topic 124,7.528815690051813,,,,,,,,,
Topic 125,6.2501978204166555,,,,,,,,,
Topic 126,7.722079649786623,,,,,,,,,
Topic 127,11.623685103078545,,,,,,,,,
Topic 128,7.540743456465292,,,,,,,,,
Topic 129,11.194320263218076,,,,,,,,,
Topic 130,8.258910949468389,,,,,,,,,
Topic 131,7.110022321881788,,,,,,,,,
Topic 132,9.356826226387122,,,,,,,,,
Topic 133,13.435824364495712,,,,,,,,,
Topic 134,13.523217476415716,,,,,,,,,
Topic 135,8.2673581939508,,,,,,,,,
Topic 136,10.145492837091926,,,,,,,,,
Topic 137,20.77209391293087,,,,,,,,,
Topic 138,13.923841130171478,,,,,,,,,
Topic 139,9.537754793770764,,,,,,,,,
Topic 140,8.424782718860055,,,,,,,,,
Topic 141,12.99627277666335,,,,,,,,,
Topic 142,20.94986886442995,,,,,,,,,
Topic 143,14.847540583955109,,,,,,,,,
Topic 144,17.68066334171856,,,,,,,,,
Topic 145,7.5011501749107605,,,,,,,,,
Topic 146,5.345134188506594,,,,,,,,,
Topic 147,4.567559715329603,,,,,,,,,
Topic 148,14.128718387922794,,,,,,,,,
Topic 149,9.292256321648674,,,,,,,,,
Topic 150,9.101092743955014,,,,,,,,,
Topic 151,12.650591815095835,,,,,,,,,
Topic 152,8.067397342071931,,,,,,,,,
Topic 153,9.934111427873011,,,,,,,,,
Topic 154,14.941619963495617,,,,,,,,,
Topic 155,9.27076381614938,,,,,,,,,
Topic 156,7.321482876993605,,,,,,,,,
Topic 157,7.970844085125661,,,,,,,,,
Topic 158,11.146362718195373,,,,,,,,,
Topic 159,9.915520582654487,,,,,,,,,
Topic 160,17.131334890108473,,,,,,,,,
Topic 161,7.820023871772289,,,,,,,,,
Topic 162,7.670039856800333,,,,,,,,,
Topic 163,15.521775472815097,,,,,,,,,
Topic 164,7.035056544813943,,,,,,,,,
Topic 165,10.189922378883988,,,,,,,,,
Topic 166,8.564325783895642,,,,,,,,,
Topic 167,5.7458100518015485,,,,,,,,,
Topic 168,11.1651072632128,,,,,,,,,
Topic 169,21.361246795633367,,,,,,,,,
Topic 170,9.278462279901316,,,,,,,,,
Topic 171,5.191760438372692,,,,,,,,,
Topic 172,12.511632929436075,,,,,,,,,
Topic 173,13.020365425082236,,,,,,,,,
Topic 174,7.4334333672796955,,,,,,,,,
Topic 175,4.306584882849699,,,,,,,,,
Topic 176,19.3557095103877,,,,,,,,,
Topic 177,11.221480998572996,,,,,,,,,
Topic 178,4.372700001291678,,,,,,,,,
Topic 179,15.575514090388038,,,,,,,,,
Topic 180,11.700442908190343,,,,,,,,,
Topic 181,9.586316049545637,,,,,,,,,
Topic 182,7.013134635201824,,,,,,,,,
Topic 183,6.698758888869845,,,,,,,,,
Topic 184,11.087760535833802,,,,,,,,,
Topic 185,5.38224109566529,,,,,,,,,
Topic 186,9.346491603074728,,,,,,,,,
Topic 187,13.01291275838936,,,,,,,,,
Topic 188,12.299482276267886,,,,,,,,,
Topic 189,11.68602792385521,,,,,,,,,
Topic 190,7.122224959771268,,,,,,,,,
Topic 191,9.019153720968726,,,,,,,,,
Topic 192,9.684747625732983,,,,,,,,,
Topic 193,13.979757814579509,,,,,,,,,
Topic 194,11.45432018578639,,,,,,,,,
Topic 195,4.777877848650361,,,,,,,,,
Topic 196,6.344198140504306,,,,,,,,,
Topic 197,5.149269280257422,,,,,,,,,
Topic 198,15.855923056459833,,,,,,,,,
Topic 199,14.148755215366883,,,,,,,,,
Topic 200,13.706253176014043,,,,,,,,,
Topic 201,11.119344234977092,,,,,,,,,
Topic 202,16.62888221476216,,,,,,,,,
Topic 203,7.454485011923168,,,,,,,,,
Topic 204,8.052399446577697,,,,,,,,,
Topic 205,15.50116220604951,,,,,,,,,
Topic 206,10.299979108516158,,,,,,,,,
Topic 207,21.27726045524905,,,,,,,,,
Topic 208,12.148027397943238,,,,,,,,,
Topic 209,9.530835350301743,,,,,,,,,
Topic 210,22.282470746722794,,,,,,,,,
Topic 211,8.780442662347893,,,,,,,,,
Topic 212,20.27889568068095,,,,,,,,,
Topic 213,11.413610242714682,,,,,,,,,
Topic 214,10.912982193869773,,,,,,,,,
Topic 215,15.968778429417641,,,,,,,,,
Topic 216,5.799237393959556,,,,,,,,,
Topic 217,8.830096264356719,,,,,,,,,
Topic 218,11.258682709849605,,,,,,,,,
Topic 219,7.592279985501393,,,,,,,,,
Topic 220,7.014306033485843,,,,,,,,,
Topic 221,6.1639160809600355,,,,,,,,,
Topic 222,7.012037105312334,,,,,,,,,
Topic 223,12.064162862922625,,,,,,,,,
Topic 224,17.010255470399358,,,,,,,,,
Topic 225,9.649483187554967,,,,,,,,,
Topic 226,5.829966364748808,,,,,,,,,
Topic 227,8.375871194915739,,,,,,,,,
Topic 228,5.421411167115405,,,,,,,,,
Topic 229,14.806143539466412,,,,,,,,,
Topic 230,10.376181723787784,,,,,,,,,
Topic 231,10.757999933539809,,,,,,,,,
Topic 232,7.560627938946494,,,,,,,,,
Topic 233,9.340175152851488,,,,,,,,,
Topic 234,4.612306948450167,,,,,,,,,
Topic 235,10.057996076328081,,,,,,,,,
Topic 236,7.222608691887247,,,,,,,,,
Topic 237,9.632858954312569,,,,,,,,,
Topic 238,5.05574103336886,,,,,,,,,
Topic 239,16.05270345050618,,,,,,,,,
Topic 240,1.468390393041494,,,,,,,,,
Topic 241,8.790080484781436,,,,,,,,,
Topic 242,11.318362444423657,,,,,,,,,
Topic 243,17.841252439288656,,,,,,,,,
Topic 244,14.598501441962691,,,,,,,,,
Topic 245,22.73829951156266,,,,,,,,,
Topic 246,5.400063511031635,,,,,,,,,
Topic 247,8.627761649675689,,,,,,,,,
Topic 248,5.419159031138795,,,,,,,,,
Topic 249,10.649655760528468,,,,,,,,,
Topic 250,14.155152458835992,,,,,,,,,
Topic 251,7.182589818243674,,,,,,,,,
Topic 252,8.486371193071523,,,,,,,,,
Topic 253,8.363178772950342,,,,,,,,,
Topic 254,8.248515084675967,,,,,,,,,
Topic 255,11.383086384216153,,,,,,,,,
Topic 256,11.143764138065837,,,,,,,,,
Topic 257,11.439798546683424,,,,,,,,,
Topic 258,12.571480980212735,,,,,,,,,
Topic 259,8.588323126657057,,,,,,,,,
Topic 260,7.8933439882417185,,,,,,,,,
Topic 261,12.709305256781471,,,,,,,,,
Topic 262,9.993732046389928,,,,,,,,,
Topic 263,12.341796135421498,,,,,,,,,
Topic 264,11.882533415592858,,,,,,,,,
Topic 265,8.259671979701562,,,,,,,,,
Topic 266,16.19633583120785,,,,,,,,,
Topic 267,6.6040392093087394,,,,,,,,,
Topic 268,10.826357420180583,,,,,,,,,
Topic 269,8.372188089158964,,,,,,,,,
Topic 270,7.246782478492904,,,,,,,,,
Topic 271,5.093813577675647,,,,,,,,,
Topic 272,10.037222016119527,,,,,,,,,
Topic 273,8.539787531644588,,,,,,,,,
Topic 274,8.170853947321799,,,,,,,,,
Topic 275,11.383325514438601,,,,,,,,,
Topic 276,11.389815055989958,,,,,,,,,
Topic 277,14.610455403398372,,,,,,,,,
Topic 278,6.802613739701919,,,,,,,,,
Topic 279,12.267635802281642,,,,,,,,,
Topic 280,8.12941525035304,,,,,,,,,
Topic 281,10.853729803142269,,,,,,,,,
Topic 282,10.755085578978601,,,,,,,,,
Topic 283,8.199269061571338,,,,,,,,,
Topic 284,12.989201011141363,,,,,,,,,
Topic 285,14.951068912267568,,,,,,,,,
Topic 286,7.880935510251231,,,,,,,,,
Topic 287,10.726110985512523,,,,,,,,,
Topic 288,9.481874392239844,,,,,,,,,
Topic 289,11.697887040846126,,,,,,,,,
Topic 290,15.83416810774371,,,,,,,,,
Topic 291,14.890942330519222,,,,,,,,,
Topic 292,12.08985862779442,,,,,,,,,
Topic 293,8.250678097359883,,,,,,,,,
Topic 294,11.69133483940183,,,,,,,,,
Topic 295,11.814469814115025,,,,,,,,,
Topic 296,15.239417119277563,,,,,,,,,
Topic 297,12.519993496848395,,,,,,,,,
Topic 298,14.491015262848547,,,,,,,,,
Topic 299,12.657928211249336,,,,,,,,,
Topic 300,7.329093566063538,,,,,,,,,
Topic 301,6.823098609936077,,,,,,,,,
Topic 302,8.340572992693831,,,,,,,,,
Topic 303,7.196127132711504,,,,,,,,,
Topic 304,11.81600202861196,,,,,,,,,
Topic 305,14.469059185180527,,,,,,,,,
Topic 306,7.023734753743238,,,,,,,,,
Topic 307,11.93326590127811,,,,,,,,,
Topic 308,12.641137489077106,,,,,,,,,
Topic 309,9.824756990390824,,,,,,,,,
Topic 310,8.07430665607847,,,,,,,,,
Topic 311,10.540669048681885,,,,,,,,,
Topic 312,7.232383693480713,,,,,,,,,
Topic 313,13.28715974671907,,,,,,,,,
Topic 314,11.073226492079424,,,,,,,,,
Topic 315,12.281729325760352,,,,,,,,,
Topic 316,5.460250534056752,,,,,,,,,
Topic 317,5.647258271900692,,,,,,,,,
Topic 318,8.025910096732185,,,,,,,,,
Topic 319,15.295094822954045,,,,,,,,,
Topic 320,9.853459670621033,,,,,,,,,
Topic 321,11.384188831141522,,,,,,,,,
Topic 322,8.42173593466535,,,,,,,,,
Topic 323,7.272962497438803,,,,,,,,,
Topic 324,9.251984927416988,,,,,,,,,
Topic 325,2.953166754730107,,,,,,,,,
Topic 326,8.900284010427276,,,,,,,,,
Topic 327,8.603875725080629,,,,,,,,,
Topic 328,8.70520739297699,,,,,,,,,
Topic 329,10.9311120013073,,,,,,,,,
Topic 330,5.712137234523327,,,,,,,,,
Topic 331,9.42953632889219,,,,,,,,,
Topic 332,6.722511156671002,,,,,,,,,
Topic 333,11.911712990247443,,,,,,,,,
Topic 334,12.283041067304323,,,,,,,,,
Topic 335,8.544774208637094,,,,,,,,,
Topic 336,10.505724327589546,,,,,,,,,
Topic 337,11.789563125319214,,,,,,,,,
Topic 338,7.7067422608304375,,,,,,,,,
Topic 339,6.194925243672311,,,,,,,,,
Topic 340,4.421479646296792,,,,,,,,,
Topic 341,8.473063074845168,,,,,,,,,
Topic 342,7.5308066174744095,,,,,,,,,
Topic 343,7.983815357666032,,,,,,,,,
Topic 344,8.179975212103864,,,,,,,,,
Topic 345,19.198489051500825,,,,,,,,,
Topic 346,12.515338520775662,,,,,,,,,
Topic 347,9.755193018585995,,,,,,,,,
Topic 348,6.989061810609956,,,,,,,,,
Topic 349,8.547725990480453,,,,,,,,,
Topic 350,7.912099097923649,,,,,,,,,
Topic 351,7.2534239788874135,,,,,,,,,
Topic 352,7.871849021677102,,,,,,,,,
Topic 353,15.849923113379752,,,,,,,,,
Topic 354,5.069676150929265,,,,,,,,,
Topic 355,14.734865163128108,,,,,,,,,
Topic 356,7.964383120166157,,,,,,,,,
Topic 357,7.006443842409732,,,,,,,,,
Topic 358,12.264942942964318,,,,,,,,,
Topic 359,6.167311911976003,,,,,,,,,
Topic 360,7.2469660046024975,,,,,,,,,
Topic 361,11.048964064869434,,,,,,,,,
Topic 362,8.324485109737827,,,,,,,,,
Topic 363,4.491736463978022,,,,,,,,,
Topic 364,6.055903211640187,,,,,,,,,
Topic 365,12.458701064336102,,,,,,,,,
Topic 366,8.795719838119307,,,,,,,,,
Topic 367,9.121058244426662,,,,,,,,,
Topic 368,12.944539282271162,,,,,,,,,
Topic 369,11.521563745581723,,,,,,,,,
Topic 370,7.701333159172658,,,,,,,,,
Topic 371,25.315892639125227,,,,,,,,,
Topic 372,9.884118659501645,,,,,,,,,
Topic 373,8.767134373710388,,,,,,,,,
Topic 374,13.063154221978476,,,,,,,,,
Topic 375,5.548786710512171,,,,,,,,,
Topic 376,17.931411505514962,,,,,,,,,
Topic 377,7.990627427824661,,,,,,,,,
Topic 378,6.539052953029966,,,,,,,,,
Topic 379,13.573992181847395,,,,,,,,,
Topic 380,9.621136872369936,,,,,,,,,
Topic 381,8.941497513639844,,,,,,,,,
Topic 382,4.675360190026526,,,,,,,,,
Topic 383,12.249327479081579,,,,,,,,,
Topic 384,7.031575879290096,,,,,,,,,
Topic 385,11.876359053158914,,,,,,,,,
Topic 386,8.898678970541642,,,,,,,,,
Topic 387,7.483082707142622,,,,,,,,,
Topic 388,5.832272600826743,,,,,,,,,
Topic 389,13.147531781533393,,,,,,,,,
Topic 390,12.954163840633472,,,,,,,,,
Topic 391,9.255188436096544,,,,,,,,,
Topic 392,8.263156897997172,,,,,,,,,
Topic 393,4.1862524343707275,,,,,,,,,
Topic 394,11.189761447148747,,,,,,,,,
Topic 395,11.919608816790879,,,,,,,,,
Topic 396,12.987270031037045,,,,,,,,,
Topic 397,8.186978131750971,,,,,,,,,
Topic 398,9.230044685841445,,,,,,,,,
Topic 399,6.750732995031259,,,,,,,,,
Topic 400,12.765665832162965,,,,,,,,,
Topic 401,14.962775732304799,,,,,,,,,
Topic 402,11.390730426891379,,,,,,,,,
Topic 403,7.278431183575279,,,,,,,,,
Topic 404,11.031294850023377,,,,,,,,,
Topic 405,9.76417230325942,,,,,,,,,
Topic 406,12.902905110847202,,,,,,,,,
Topic 407,9.495590830027218,,,,,,,,,
Topic 408,9.685066846930004,,,,,,,,,
Topic 409,9.019545851334545,,,,,,,,,
Topic 410,7.387265495822612,,,,,,,,,
Topic 411,16.67953653487368,,,,,,,,,
Topic 412,15.515726050340072,,,,,,,,,
Topic 413,6.669329906866879,,,,,,,,,
Topic 414,8.774848062275316,,,,,,,,,
Topic 415,12.857505394800029,,,,,,,,,
Topic 416,9.248471578330088,,,,,,,,,
Topic 417,7.59196040962077,,,,,,,,,
Topic 418,9.448140195679892,,,,,,,,,
Topic 419,7.472788000153757,,,,,,,,,
Topic 420,11.170540170537057,,,,,,,,,
Topic 421,3.7878191772663072,,,,,,,,,
Topic 422,9.60517958894896,,,,,,,,,
Topic 423,12.912020366358785,,,,,,,,,
Topic 424,7.105241811108525,,,,,,,,,
Topic 425,6.889812836516946,,,,,,,,,
